Average Queue length,Phase,Step,Action,Reward,Total Queue Length
0.275,1.0,0.414,3,0.22499999999999998,11
0.3,1.0,0.415,3,-0.3,12
0.225,1.0,0.416,3,-0.225,9
0.175,0.0,0.417,0,-0.175,7
0.2,0.0,0.418,0,0.3,8
0.175,0.33333334,0.419,1,-0.175,7
0.125,0.0,0.42,0,0.375,5
0.075,0.0,0.421,0,0.425,3
0.15,0.0,0.422,0,-0.15,6
0.1,0.6666667,0.423,2,-0.1,4
0.1,0.0,0.424,0,0.4,4
0.15,1.0,0.425,3,-0.15,6
0.2,0.6666667,0.426,2,-0.2,8
0.15,1.0,0.427,3,0.35,6
0.175,0.0,0.428,0,0.325,7
0.15,0.33333334,0.429,1,-0.15,6
0.075,0.0,0.43,0,-0.075,3
0.075,0.0,0.431,0,-0.075,3
0.125,0.6666667,0.432,2,0.375,5
0.1,0.0,0.433,0,-0.1,4
0.1,1.0,0.434,3,-0.1,4
0.1,0.0,0.435,0,-0.1,4
0.15,1.0,0.436,3,-0.15,6
0.15,1.0,0.437,3,0.85,6
0.225,1.0,0.438,3,-0.225,9
0.175,0.6666667,0.439,2,-0.175,7
0.225,1.0,0.44,3,-0.225,9
0.175,0.33333334,0.441,1,-0.175,7
0.15,0.33333334,0.442,1,-0.15,6
0.15,0.0,0.443,0,0.35,6
0.1,1.0,0.444,3,-0.1,4
0.075,0.0,0.445,0,0.425,3
0.075,0.0,0.446,0,-0.075,3
0.1,0.33333334,0.447,1,0.4,4
0.075,0.0,0.448,0,-0.075,3
0.1,0.6666667,0.449,2,-0.1,4
0.1,0.0,0.45,0,-0.1,4
0.175,1.0,0.451,3,0.325,7
0.2,1.0,0.452,3,0.3,8
0.125,0.6666667,0.453,2,-0.125,5
0.15,0.0,0.454,0,-0.15,6
0.225,1.0,0.455,3,-0.225,9
0.2,0.0,0.456,0,0.8,8
0.225,1.0,0.457,3,-0.225,9
0.2,1.0,0.458,3,-0.2,8
0.2,0.0,0.459,0,-0.2,8
0.15,1.0,0.46,3,-0.15,6
0.15,1.0,0.461,3,-0.15,6
0.125,0.0,0.462,0,0.375,5
0.075,1.0,0.463,3,-0.075,3
0.075,0.6666667,0.464,2,-0.075,3
0.1,0.33333334,0.465,1,0.4,4
0.075,1.0,0.466,3,-0.075,3
0.125,0.0,0.467,0,-0.125,5
0.1,0.33333334,0.468,1,-0.1,4
0.175,1.0,0.469,3,0.825,7
0.125,0.0,0.47,0,-0.125,5
0.1,1.0,0.471,3,0.9,4
0.175,1.0,0.472,3,-0.175,7
0.25,1.0,0.473,3,-0.25,10
0.2,1.0,0.474,3,-0.2,8
0.2,1.0,0.475,3,-0.2,8
0.225,1.0,0.476,3,0.275,9
0.2,0.33333334,0.477,1,0.3,8
0.175,0.6666667,0.478,2,-0.175,7
0.175,1.0,0.479,3,-0.175,7
0.15,0.6666667,0.48,2,0.35,6
0.1,0.0,0.481,0,0.4,4
0.1,0.0,0.482,0,-0.1,4
0.05,0.6666667,0.483,2,0.45,2
0.025,0.0,0.484,0,-0.025,1
0.075,1.0,0.485,3,-0.075,3
0.025,0.0,0.486,0,-0.025,1
0.1,1.0,0.487,3,0.9,4
0.025,0.0,0.488,0,-0.025,1
0.05,0.6666667,0.489,2,0.95,2
0.1,0.0,0.49,0,-0.1,4
0.175,1.0,0.491,3,-0.175,7
0.15,1.0,0.492,3,-0.15,6
0.1,0.6666667,0.493,2,0.4,4
0.075,0.0,0.494,0,-0.075,3
0.125,0.0,0.495,0,-0.125,5
0.125,0.33333334,0.496,1,0.375,5
0.1,1.0,0.497,3,-0.1,4
0.05,0.0,0.498,0,-0.05,2
0.125,1.0,0.499,3,-0.125,5
0.075,0.0,0.5,0,-0.075,3
0.05,0.6666667,0.501,2,-0.05,2
0.05,0.6666667,0.502,2,-0.05,2
0.075,0.6666667,0.503,2,0.925,3
0.075,0.0,0.504,0,-0.075,3
0.075,0.6666667,0.505,2,-0.075,3
0.1,0.0,0.506,0,-0.1,4
0.1,1.0,0.507,3,0.9,4
0.1,0.0,0.508,0,-0.1,4
0.125,1.0,0.509,3,-0.125,5
0.075,0.0,0.51,0,-0.075,3
0.075,0.0,0.511,0,0.925,3
0.125,0.6666667,0.512,2,-0.125,5
0.05,0.33333334,0.513,1,-0.05,2
0.0,0.0,0.514,0,0.0,0
0.025,0.6666667,0.515,2,-0.025,1
0.125,0.0,0.516,0,0.875,5
0.1,1.0,0.517,3,-0.1,4
0.075,1.0,0.518,3,-0.075,3
0.05,0.0,0.519,0,-0.05,2
0.025,1.0,0.52,3,0.475,1
0.05,0.0,0.521,0,0.45,2
0.0,0.6666667,0.522,2,0.0,0
0.0,0.0,0.523,0,0.0,0
0.025,0.6666667,0.524,2,-0.025,1
0.075,0.33333334,0.525,1,0.925,3
0.075,1.0,0.526,3,-0.075,3
0.05,0.0,0.527,0,-0.05,2
0.1,1.0,0.528,3,-0.1,4
0.075,0.6666667,0.529,2,0.925,3
0.125,0.6666667,0.53,2,-0.125,5
0.2,0.0,0.531,0,0.3,8
0.1,1.0,0.532,3,-0.1,4
0.125,0.0,0.533,0,-0.125,5
0.15,1.0,0.534,3,-0.15,6
0.1,0.0,0.535,0,-0.1,4
0.075,0.6666667,0.536,2,-0.075,3
0.075,0.6666667,0.537,2,-0.075,3
0.075,0.33333334,0.538,1,0.425,3
0.075,0.0,0.539,0,-0.075,3
0.1,0.6666667,0.54,2,-0.1,4
0.075,1.0,0.541,3,0.425,3
0.1,0.33333334,0.542,1,-0.1,4
0.125,0.6666667,0.543,2,-0.125,5
0.15,1.0,0.544,3,0.35,6
0.1,0.6666667,0.545,2,-0.1,4
0.15,0.0,0.546,0,0.35,6
0.125,1.0,0.547,3,-0.125,5
0.1,1.0,0.548,3,-0.1,4
0.1,0.0,0.549,0,-0.1,4
0.075,0.0,0.55,0,0.425,3
0.05,0.6666667,0.551,2,0.45,2
0.025,0.0,0.552,0,-0.025,1
0.025,0.0,0.553,0,-0.025,1
0.05,1.0,0.554,3,-0.05,2
0.15,0.0,0.555,0,0.35,6
0.075,0.33333334,0.556,1,0.425,3
0.075,0.0,0.557,0,-0.075,3
0.125,0.0,0.558,0,0.375,5
0.175,1.0,0.559,3,0.325,7
0.15,0.0,0.56,0,-0.15,6
0.175,0.33333334,0.561,1,-0.175,7
0.175,1.0,0.562,3,-0.175,7
0.225,1.0,0.563,3,0.275,9
0.2,1.0,0.564,3,-0.2,8
0.2,0.0,0.565,0,-0.2,8
0.2,1.0,0.566,3,0.3,8
0.175,1.0,0.567,3,-0.175,7
0.125,1.0,0.568,3,0.375,5
0.125,0.33333334,0.569,1,-0.125,5
0.05,0.6666667,0.57,2,0.45,2
0.05,0.0,0.571,0,-0.05,2
0.15,1.0,0.572,3,-0.15,6
0.025,0.6666667,0.573,2,0.475,1
0.05,0.0,0.574,0,-0.05,2
0.125,0.33333334,0.575,1,-0.125,5
0.15,0.6666667,0.576,2,0.35,6
0.15,1.0,0.577,3,0.35,6
0.15,1.0,0.578,3,0.35,6
0.1,0.0,0.579,0,-0.1,4
0.1,0.0,0.58,0,-0.1,4
0.075,0.0,0.581,0,0.425,3
0.05,1.0,0.582,3,-0.05,2
0.025,0.6666667,0.583,2,-0.025,1
0.025,0.0,0.584,0,-0.025,1
0.025,0.0,0.585,0,-0.025,1
0.05,0.0,0.586,0,-0.05,2
0.075,1.0,0.587,3,0.425,3
0.1,0.0,0.588,0,-0.1,4
0.15,0.33333334,0.589,1,0.35,6
0.075,0.6666667,0.59,2,-0.075,3
0.075,1.0,0.591,3,-0.075,3
0.175,1.0,0.592,3,0.325,7
0.15,0.33333334,0.593,1,0.35,6
0.15,1.0,0.594,3,-0.15,6
0.05,0.6666667,0.595,2,-0.05,2
0.025,0.0,0.596,0,0.975,1
0.05,0.6666667,0.597,2,-0.05,2
0.025,0.0,0.598,0,-0.025,1
0.05,1.0,0.599,3,-0.05,2
0.0,0.0,0.6,0,0.0,0
0.025,0.6666667,0.601,2,-0.025,1
0.1,0.0,0.602,0,0.9,4
0.05,1.0,0.603,3,-0.05,2
0.025,0.0,0.604,0,-0.025,1
0.025,0.0,0.605,0,0.475,1
0.125,1.0,0.606,3,0.375,5
0.075,0.6666667,0.607,2,-0.075,3
0.0,0.0,0.608,0,0.0,0
0.025,0.33333334,0.609,1,0.475,1
0.025,0.0,0.61,0,-0.025,1
0.075,1.0,0.611,3,0.425,3
0.025,0.0,0.612,0,-0.025,1
0.05,1.0,0.613,3,0.45,2
0.0,0.0,0.614,0,0.0,0
0.025,0.33333334,0.615,1,0.975,1
0.05,1.0,0.616,3,-0.05,2
0.075,0.0,0.617,0,-0.075,3
0.05,0.6666667,0.618,2,-0.05,2
0.1,0.0,0.619,0,-0.1,4
0.1,1.0,0.62,3,-0.1,4
0.1,0.0,0.621,0,-0.1,4
0.1,0.6666667,0.622,2,-0.1,4
0.1,0.0,0.623,0,0.4,4
0.15,1.0,0.624,3,-0.15,6
0.125,0.0,0.625,0,0.375,5
0.125,1.0,0.626,3,-0.125,5
0.125,0.33333334,0.627,1,-0.125,5
0.1,0.0,0.628,0,0.4,4
0.15,1.0,0.629,3,-0.15,6
0.125,0.33333334,0.63,1,-0.125,5
0.125,0.6666667,0.631,2,-0.125,5
0.2,0.6666667,0.632,2,-0.2,8
0.2,1.0,0.633,3,-0.2,8
0.175,0.0,0.634,0,0.325,7
0.2,0.0,0.635,0,-0.2,8
0.225,0.0,0.636,0,0.275,9
0.2,1.0,0.637,3,-0.2,8
0.225,1.0,0.638,3,0.275,9
0.225,1.0,0.639,3,0.275,9
0.2,0.33333334,0.64,1,-0.2,8
0.15,1.0,0.641,3,-0.15,6
0.125,0.0,0.642,0,-0.125,5
0.125,0.0,0.643,0,0.875,5
0.15,0.6666667,0.644,2,-0.15,6
0.2,1.0,0.645,3,-0.2,8
0.1,0.6666667,0.646,2,0.4,4
0.175,0.6666667,0.647,2,-0.175,7
0.175,0.0,0.648,0,-0.175,7
0.175,0.33333334,0.649,1,-0.175,7
0.2,1.0,0.65,3,-0.2,8
0.2,0.33333334,0.651,1,0.8,8
0.25,1.0,0.652,3,-0.25,10
0.225,0.0,0.653,0,0.275,9
0.25,1.0,0.654,3,-0.25,10
0.225,0.0,0.655,0,-0.225,9
0.2,0.6666667,0.656,2,0.3,8
0.175,0.6666667,0.657,2,-0.175,7
0.175,0.0,0.658,0,-0.175,7
0.15,0.33333334,0.659,1,-0.15,6
0.125,1.0,0.66,3,0.375,5
0.125,0.6666667,0.661,2,0.375,5
0.175,0.0,0.662,0,-0.175,7
0.15,1.0,0.663,3,-0.15,6
0.125,0.0,0.664,0,0.375,5
0.125,0.0,0.665,0,0.375,5
0.175,0.0,0.666,0,-0.175,7
0.15,0.33333334,0.667,1,-0.15,6
0.05,0.0,0.668,0,0.45,2
0.05,0.0,0.669,0,-0.05,2
0.1,1.0,0.67,3,-0.1,4
0.075,0.0,0.671,0,-0.075,3
0.125,1.0,0.672,3,0.375,5
0.1,0.0,0.673,0,-0.1,4
0.075,0.6666667,0.674,2,-0.075,3
0.1,0.0,0.675,0,-0.1,4
0.075,0.0,0.676,0,0.425,3
0.1,0.0,0.677,0,-0.1,4
0.075,0.0,0.678,0,-0.075,3
0.1,0.33333334,0.679,1,0.9,4
0.075,0.6666667,0.68,2,-0.075,3
0.15,0.33333334,0.681,1,-0.15,6
0.125,1.0,0.682,3,-0.125,5
0.1,0.0,0.683,0,-0.1,4
0.15,1.0,0.684,3,0.35,6
0.15,1.0,0.685,3,0.35,6
0.075,0.0,0.686,0,-0.075,3
0.025,0.0,0.687,0,0.475,1
0.05,0.33333334,0.688,1,-0.05,2
0.025,0.0,0.689,0,0.475,1
0.025,0.0,0.69,0,-0.025,1
0.025,0.0,0.691,0,-0.025,1
0.125,0.6666667,0.692,2,-0.125,5
0.075,1.0,0.693,3,0.925,3
0.075,0.0,0.694,0,-0.075,3
0.025,0.0,0.695,0,-0.025,1
0.075,0.6666667,0.696,2,-0.075,3
0.05,0.0,0.697,0,0.95,2
0.1,0.0,0.698,0,-0.1,4
0.075,1.0,0.699,3,-0.075,3
0.05,0.0,0.7,0,-0.05,2
0.05,0.0,0.701,0,-0.05,2
0.05,0.33333334,0.702,1,-0.05,2
0.025,1.0,0.703,3,-0.025,1
0.025,0.0,0.704,0,-0.025,1
0.025,0.0,0.705,0,0.975,1
0.075,1.0,0.706,3,-0.075,3
0.05,0.6666667,0.707,2,-0.05,2
0.075,1.0,0.708,3,-0.075,3
0.075,0.0,0.709,0,-0.075,3
0.175,0.0,0.71,0,-0.175,7
0.225,0.0,0.711,0,0.775,9
0.2,1.0,0.712,3,-0.2,8
0.175,0.0,0.713,0,-0.175,7
0.125,0.33333334,0.714,1,-0.125,5
0.15,0.0,0.715,0,-0.15,6
0.175,0.0,0.716,0,0.825,7
0.175,0.0,0.717,0,-0.175,7
0.175,0.0,0.718,0,-0.175,7
0.225,1.0,0.719,3,-0.225,9
0.25,0.33333334,0.72,1,-0.25,10
0.25,0.0,0.721,0,0.25,10
0.225,0.33333334,0.722,1,0.275,9
0.175,0.33333334,0.723,1,0.325,7
0.2,1.0,0.724,3,-0.2,8
0.2,1.0,0.725,3,-0.2,8
0.175,0.6666667,0.726,2,0.325,7
0.075,0.0,0.727,0,-0.075,3
0.1,0.0,0.728,0,-0.1,4
0.1,1.0,0.729,3,-0.1,4
0.1,0.33333334,0.73,1,-0.1,4
0.1,0.0,0.731,0,-0.1,4
0.025,0.6666667,0.732,2,0.475,1
0.05,0.0,0.733,0,-0.05,2
0.075,0.0,0.734,0,0.425,3
0.1,0.6666667,0.735,2,-0.1,4
0.125,0.33333334,0.736,1,-0.125,5
0.125,1.0,0.737,3,0.375,5
0.175,0.33333334,0.738,1,-0.175,7
0.175,1.0,0.739,3,-0.175,7
0.175,0.6666667,0.74,2,0.825,7
0.175,1.0,0.741,3,-0.175,7
0.275,1.0,0.742,3,-0.275,11
0.25,1.0,0.743,3,-0.25,10
0.25,1.0,0.744,3,0.25,10
0.3,1.0,0.745,3,-0.3,12
0.3,0.0,0.746,0,0.2,12
0.275,1.0,0.747,3,-0.275,11
0.3,1.0,0.748,3,-0.3,12
0.325,1.0,0.749,3,-0.325,13
0.3,0.6666667,0.75,2,0.2,12
0.25,1.0,0.751,3,-0.25,10
0.275,0.0,0.752,0,-0.275,11
0.15,0.0,0.753,0,0.35,6
0.1,0.6666667,0.754,2,-0.1,4
0.1,0.0,0.755,0,-0.1,4
0.15,0.0,0.756,0,-0.15,6
0.175,0.0,0.757,0,0.325,7
0.2,0.33333334,0.758,1,-0.2,8
0.125,0.0,0.759,0,0.375,5
0.15,1.0,0.76,3,0.35,6
0.175,0.0,0.761,0,0.325,7
0.175,0.6666667,0.762,2,-0.175,7
0.225,1.0,0.763,3,-0.225,9
0.175,1.0,0.764,3,-0.175,7
0.15,0.0,0.765,0,0.35,6
0.15,0.0,0.766,0,-0.15,6
0.125,0.0,0.767,0,-0.125,5
0.15,0.0,0.768,0,-0.15,6
0.1,0.6666667,0.769,2,-0.1,4
0.125,0.0,0.77,0,0.375,5
0.15,0.6666667,0.771,2,0.35,6
0.15,0.6666667,0.772,2,-0.15,6
0.175,1.0,0.773,3,-0.175,7
0.175,1.0,0.774,3,-0.175,7
0.225,0.6666667,0.775,2,0.275,9
0.175,0.0,0.776,0,0.325,7
0.175,0.6666667,0.777,2,0.325,7
0.125,0.6666667,0.778,2,-0.125,5
0.1,0.0,0.779,0,0.4,4
0.125,1.0,0.78,3,-0.125,5
0.075,0.0,0.781,0,-0.075,3
0.15,0.6666667,0.782,2,-0.15,6
0.125,0.33333334,0.783,1,0.375,5
0.125,0.0,0.784,0,-0.125,5
0.15,0.0,0.785,0,0.35,6
0.225,1.0,0.786,3,-0.225,9
0.2,1.0,0.787,3,0.3,8
0.15,0.0,0.788,0,-0.15,6
0.175,0.0,0.789,0,0.325,7
0.175,0.0,0.79,0,-0.175,7
0.15,1.0,0.791,3,-0.15,6
0.125,0.0,0.792,0,-0.125,5
0.1,0.6666667,0.793,2,-0.1,4
0.05,0.6666667,0.794,2,-0.05,2
0.05,0.6666667,0.795,2,0.45,2
0.1,0.0,0.796,0,0.4,4
0.075,0.33333334,0.797,1,-0.075,3
0.05,1.0,0.798,3,-0.05,2
0.15,0.33333334,0.799,1,0.35,6
0.1,0.0,0.8,0,0.4,4
0.125,0.0,0.801,0,0.375,5
0.15,1.0,0.802,3,0.35,6
0.15,0.6666667,0.803,2,-0.15,6
0.175,0.0,0.804,0,0.325,7
0.15,1.0,0.805,3,0.35,6
0.1,0.0,0.806,0,-0.1,4
0.1,0.0,0.807,0,-0.1,4
0.05,0.33333334,0.808,1,-0.05,2
0.075,0.0,0.809,0,-0.075,3
0.075,0.0,0.81,0,0.425,3
0.1,1.0,0.811,3,0.4,4
0.125,0.0,0.812,0,-0.125,5
0.1,0.0,0.813,0,-0.1,4
0.15,0.6666667,0.814,2,0.35,6
0.175,0.33333334,0.815,1,-0.175,7
0.25,1.0,0.816,3,-0.25,10
0.125,0.33333334,0.817,1,0.375,5
0.125,1.0,0.818,3,-0.125,5
0.15,1.0,0.819,3,-0.15,6
0.1,0.0,0.82,0,-0.1,4
0.125,1.0,0.821,3,-0.125,5
0.075,0.6666667,0.822,2,0.425,3
0.05,0.0,0.823,0,-0.05,2
0.0,0.0,0.824,0,0.0,0
0.05,0.0,0.825,0,0.45,2
0.075,0.6666667,0.826,2,-0.075,3
0.075,0.0,0.827,0,-0.075,3
0.125,1.0,0.828,3,-0.125,5
0.125,0.33333334,0.829,1,0.875,5
0.025,0.0,0.83,0,-0.025,1
0.05,0.33333334,0.831,1,0.45,2
0.025,0.0,0.832,0,-0.025,1
0.1,0.0,0.833,0,0.4,4
0.075,0.0,0.834,0,-0.075,3
0.1,0.33333334,0.835,1,0.9,4
0.1,0.33333334,0.836,1,-0.1,4
0.125,1.0,0.837,3,-0.125,5
0.125,1.0,0.838,3,-0.125,5
0.125,1.0,0.839,3,0.375,5
0.1,0.6666667,0.84,2,0.4,4
0.075,0.6666667,0.841,2,-0.075,3
0.05,0.0,0.842,0,-0.05,2
0.05,0.0,0.843,0,-0.05,2
0.025,0.0,0.844,0,-0.025,1
0.075,0.0,0.845,0,0.425,3
0.125,1.0,0.846,3,-0.125,5
0.075,0.0,0.847,0,-0.075,3
0.075,1.0,0.848,3,0.425,3
0.05,0.0,0.849,0,-0.05,2
0.075,1.0,0.85,3,0.425,3
0.0,0.0,0.851,0,0.0,0
0.025,0.0,0.852,0,0.475,1
0.025,0.6666667,0.853,2,0.475,1
0.0,0.0,0.854,0,0.0,0
0.025,0.6666667,0.855,2,-0.025,1
0.1,0.33333334,0.856,1,-0.1,4
0.1,0.0,0.857,0,0.4,4
0.2,1.0,0.858,3,-0.2,8
0.125,0.6666667,0.859,2,-0.125,5
0.2,0.6666667,0.86,2,0.8,8
0.15,0.0,0.861,0,-0.15,6
0.175,1.0,0.862,3,-0.175,7
0.2,1.0,0.863,3,0.3,8
0.225,1.0,0.864,3,-0.225,9
0.25,1.0,0.865,3,-0.25,10
0.175,0.0,0.866,0,-0.175,7
0.175,1.0,0.867,3,-0.175,7
0.2,1.0,0.868,3,0.3,8
0.175,0.6666667,0.869,2,-0.175,7
0.15,0.33333334,0.87,1,-0.15,6
0.075,0.0,0.871,0,-0.075,3
0.125,0.6666667,0.872,2,0.375,5
0.1,1.0,0.873,3,-0.1,4
0.075,1.0,0.874,3,0.425,3
0.075,0.0,0.875,0,-0.075,3
0.075,0.33333334,0.876,1,0.425,3
0.075,0.0,0.877,0,0.425,3
0.05,0.33333334,0.878,1,-0.05,2
0.0,0.0,0.879,0,0.0,0
0.0,0.0,0.88,0,0.0,0
0.025,0.6666667,0.881,2,-0.025,1
0.025,1.0,0.882,3,0.475,1
0.025,0.33333334,0.883,1,-0.025,1
0.025,0.0,0.884,0,-0.025,1
0.025,0.33333334,0.885,1,-0.025,1
0.1,1.0,0.886,3,0.4,4
0.075,0.33333334,0.887,1,0.425,3
0.1,0.33333334,0.888,1,-0.1,4
0.1,0.0,0.889,0,-0.1,4
0.1,1.0,0.89,3,-0.1,4
0.125,0.0,0.891,0,0.375,5
0.15,1.0,0.892,3,-0.15,6
0.15,1.0,0.893,3,0.35,6
0.15,0.6666667,0.894,2,-0.15,6
0.175,1.0,0.895,3,-0.175,7
0.15,1.0,0.896,3,0.35,6
0.125,0.0,0.897,0,-0.125,5
0.125,0.0,0.898,0,0.375,5
0.1,0.0,0.899,0,0.4,4
0.075,1.0,0.9,3,-0.075,3
0.075,0.6666667,0.901,2,-0.075,3
0.05,0.0,0.902,0,-0.05,2
0.025,0.0,0.903,0,0.475,1
0.025,0.33333334,0.904,1,-0.025,1
0.025,0.0,0.905,0,-0.025,1
0.1,0.6666667,0.906,2,0.4,4
0.125,0.0,0.907,0,0.375,5
0.125,1.0,0.908,3,-0.125,5
0.05,0.0,0.909,0,-0.05,2
0.075,0.6666667,0.91,2,-0.075,3
0.05,0.0,0.911,0,0.45,2
0.1,0.6666667,0.912,2,-0.1,4
0.1,0.0,0.913,0,0.4,4
0.075,1.0,0.914,3,-0.075,3
0.15,0.0,0.915,0,-0.15,6
0.175,0.0,0.916,0,-0.175,7
0.2,1.0,0.917,3,-0.2,8
0.2,0.33333334,0.918,1,0.3,8
0.2,1.0,0.919,3,-0.2,8
0.25,0.6666667,0.92,2,0.25,10
0.175,0.0,0.921,0,-0.175,7
0.15,1.0,0.922,3,0.35,6
0.15,1.0,0.923,3,-0.15,6
0.125,0.0,0.924,0,-0.125,5
0.1,0.33333334,0.925,1,-0.1,4
0.075,0.0,0.926,0,0.425,3
0.125,0.0,0.927,0,-0.125,5
0.1,1.0,0.928,3,-0.1,4
0.1,0.0,0.929,0,0.4,4
0.15,0.0,0.93,0,0.35,6
0.1,0.0,0.931,0,-0.1,4
0.175,1.0,0.932,3,0.325,7
0.125,0.0,0.933,0,-0.125,5
0.125,0.0,0.934,0,0.375,5
0.125,0.6666667,0.935,2,-0.125,5
0.125,0.6666667,0.936,2,-0.125,5
0.075,0.0,0.937,0,-0.075,3
0.075,0.6666667,0.938,2,0.425,3
0.075,0.0,0.939,0,0.425,3
0.125,0.0,0.94,0,-0.125,5
0.125,0.0,0.941,0,-0.125,5
0.175,1.0,0.942,3,0.325,7
0.175,0.0,0.943,0,-0.175,7
0.25,0.33333334,0.944,1,0.25,10
0.225,1.0,0.945,3,-0.225,9
0.125,1.0,0.946,3,-0.125,5
0.075,0.33333334,0.947,1,-0.075,3
0.1,0.0,0.948,0,0.9,4
0.025,0.6666667,0.949,2,-0.025,1
0.05,0.33333334,0.95,1,-0.05,2
0.1,1.0,0.951,3,0.4,4
0.1,0.0,0.952,0,0.4,4
0.025,0.0,0.953,0,-0.025,1
0.025,1.0,0.954,3,-0.025,1
0.025,0.0,0.955,0,-0.025,1
0.075,1.0,0.956,3,0.925,3
0.05,1.0,0.957,3,-0.05,2
0.075,0.6666667,0.958,2,-0.075,3
0.025,0.0,0.959,0,-0.025,1
0.1,0.0,0.96,0,0.4,4
0.1,0.6666667,0.961,2,0.4,4
0.125,0.0,0.962,0,-0.125,5
0.075,0.33333334,0.963,1,-0.075,3
0.075,0.0,0.964,0,0.425,3
0.15,0.33333334,0.965,1,-0.15,6
0.2,1.0,0.966,3,-0.2,8
0.125,1.0,0.967,3,-0.125,5
0.125,1.0,0.968,3,0.875,5
0.125,1.0,0.969,3,-0.125,5
0.075,0.6666667,0.97,2,-0.075,3
0.075,0.0,0.971,0,-0.075,3
0.075,1.0,0.972,3,-0.075,3
0.025,0.0,0.973,0,0.975,1
0.0,0.0,0.974,0,0.0,0
0.05,0.33333334,0.975,1,-0.05,2
0.05,0.0,0.976,0,-0.05,2
0.05,0.33333334,0.977,1,0.45,2
0.1,0.0,0.978,0,-0.1,4
0.075,0.6666667,0.979,2,0.425,3
0.1,1.0,0.98,3,-0.1,4
0.1,1.0,0.981,3,-0.1,4
0.075,1.0,0.982,3,0.425,3
0.1,1.0,0.983,3,-0.1,4
0.1,0.0,0.984,0,0.4,4
0.075,1.0,0.985,3,-0.075,3
0.1,0.33333334,0.986,1,0.4,4
0.025,0.0,0.987,0,-0.025,1
0.025,0.0,0.988,0,-0.025,1
0.025,1.0,0.989,3,0.475,1
0.0,0.0,0.99,0,1.0,0
0.0,0.6666667,0.991,2,0.0,0
0.05,0.0,0.992,0,-0.05,2
0.0,0.33333334,0.993,1,0.0,0
0.0,1.0,0.994,3,0.0,0
0.05,1.0,0.995,3,0.45,2
0.075,0.0,0.996,0,0.425,3
0.0,0.0,0.997,0,0.0,0
0.0,0.0,0.998,0,0.0,0
0.025,0.0,0.999,0,-0.025,1
0.05,1.0,1.0,3,-0.05,2
0.0,0.33333334,0.001,1,0.0,0
0.1,0.0,0.002,0,-0.1,4
0.0,0.0,0.003,0,0.0,0
0.0,0.0,0.004,0,0.0,0
0.05,0.33333334,0.005,1,-0.05,2
0.05,0.6666667,0.006,2,-0.05,2
0.0,0.0,0.007,0,0.0,0
0.0,0.6666667,0.008,2,0.0,0
0.0,0.0,0.009,0,0.0,0
0.05,0.0,0.01,0,-0.05,2
0.0,0.0,0.011,0,0.0,0
0.0,0.6666667,0.012,2,0.0,0
0.0,0.0,0.013,0,0.0,0
0.0,0.6666667,0.014,2,0.0,0
0.075,0.6666667,0.015,2,-0.075,3
0.125,0.33333334,0.016,1,-0.125,5
0.125,0.0,0.017,0,-0.125,5
0.075,0.0,0.018,0,-0.075,3
0.075,0.6666667,0.019,2,-0.075,3
0.075,0.0,0.02,0,-0.075,3
0.075,0.6666667,0.021,2,-0.075,3
0.125,1.0,0.022,3,-0.125,5
0.075,0.0,0.023,0,0.425,3
0.1,1.0,0.024,3,0.4,4
0.05,0.0,0.025,0,-0.05,2
0.025,0.6666667,0.026,2,-0.025,1
0.025,0.0,0.027,0,-0.025,1
0.025,0.0,0.028,0,0.975,1
0.05,0.33333334,0.029,1,-0.05,2
0.025,0.0,0.03,0,-0.025,1
0.125,0.33333334,0.031,1,0.375,5
0.125,0.0,0.032,0,-0.125,5
0.1,0.33333334,0.033,1,-0.1,4
0.1,0.0,0.034,0,0.4,4
0.175,1.0,0.035,3,-0.175,7
0.15,0.33333334,0.036,1,0.35,6
0.05,0.0,0.037,0,-0.05,2
0.05,0.0,0.038,0,-0.05,2
0.0,0.0,0.039,0,0.0,0
0.0,0.6666667,0.04,2,0.0,0
0.0,0.0,0.041,0,0.5,0
0.0,0.0,0.042,0,0.0,0
0.05,0.0,0.043,0,-0.05,2
0.1,0.0,0.044,0,-0.1,4
0.175,0.0,0.045,0,-0.175,7
0.25,1.0,0.046,3,-0.25,10
0.2,0.6666667,0.047,2,0.8,8
0.125,0.0,0.048,0,-0.125,5
0.15,0.0,0.049,0,-0.15,6
0.125,0.33333334,0.05,1,-0.125,5
0.075,0.0,0.051,0,0.425,3
0.125,0.0,0.052,0,-0.125,5
0.175,0.0,0.053,0,0.325,7
0.15,0.6666667,0.054,2,-0.15,6
0.175,0.6666667,0.055,2,-0.175,7
0.175,0.0,0.056,0,-0.175,7
0.2,1.0,0.057,3,-0.2,8
0.15,0.0,0.058,0,0.85,6
0.15,1.0,0.059,3,-0.15,6
0.15,0.0,0.06,0,-0.15,6
0.075,0.0,0.061,0,-0.075,3
0.075,0.6666667,0.062,2,0.425,3
0.05,0.6666667,0.063,2,0.45,2
0.05,0.0,0.064,0,-0.05,2
0.075,0.6666667,0.065,2,-0.075,3
0.15,0.0,0.066,0,0.35,6
0.175,0.0,0.067,0,-0.175,7
0.15,0.0,0.068,0,-0.15,6
0.175,0.6666667,0.069,2,-0.175,7
0.2,1.0,0.07,3,0.3,8
0.175,0.33333334,0.071,1,0.325,7
