Average Queue length,Phase,Step,Action,Reward,Total Queue Length
0.05,0.6666667,0.364,2,-0.05,2
0.075,0.33333334,0.365,1,0.425,3
0.075,1.0,0.366,3,0.425,3
0.05,1.0,0.367,3,-0.05,2
0.05,1.0,0.368,3,-0.05,2
0.1,1.0,0.369,3,0.4,4
0.05,1.0,0.37,3,0.45,2
0.025,0.33333334,0.371,1,-0.025,1
0.0,1.0,0.372,3,0.5,0
0.0,1.0,0.373,3,0.0,0
0.05,1.0,0.374,3,0.45,2
0.075,1.0,0.375,3,-0.075,3
0.05,0.33333334,0.376,1,0.45,2
0.025,1.0,0.377,3,-0.025,1
0.1,1.0,0.378,3,0.4,4
0.1,0.0,0.379,0,0.4,4
0.075,1.0,0.38,3,0.425,3
0.1,0.0,0.381,0,-0.1,4
0.075,1.0,0.382,3,-0.075,3
0.125,0.0,0.383,0,0.375,5
0.1,0.33333334,0.384,1,-0.1,4
0.05,0.0,0.385,0,-0.05,2
0.15,0.6666667,0.386,2,0.35,6
0.125,0.0,0.387,0,-0.125,5
0.15,1.0,0.388,3,0.35,6
0.1,0.33333334,0.389,1,0.4,4
0.1,1.0,0.39,3,-0.1,4
0.1,0.6666667,0.391,2,0.4,4
0.125,1.0,0.392,3,-0.125,5
0.1,1.0,0.393,3,0.4,4
0.1,0.6666667,0.394,2,-0.1,4
0.15,1.0,0.395,3,-0.15,6
0.15,0.6666667,0.396,2,0.35,6
0.05,1.0,0.397,3,0.45,2
0.075,1.0,0.398,3,-0.075,3
0.05,0.33333334,0.399,1,0.45,2
0.05,1.0,0.4,3,-0.05,2
0.05,1.0,0.401,3,-0.05,2
0.025,0.6666667,0.402,2,-0.025,1
0.0,1.0,0.403,3,0.5,0
0.0,0.33333334,0.404,1,0.0,0
0.0,1.0,0.405,3,0.5,0
0.1,0.6666667,0.406,2,-0.1,4
0.15,0.0,0.407,0,0.35,6
0.125,1.0,0.408,3,-0.125,5
0.15,0.6666667,0.409,2,-0.15,6
0.1,0.0,0.41,0,0.4,4
0.125,0.6666667,0.411,2,0.375,5
0.125,0.6666667,0.412,2,-0.125,5
0.15,0.0,0.413,0,-0.15,6
0.1,0.6666667,0.414,2,0.4,4
0.125,0.33333334,0.415,1,0.375,5
0.125,1.0,0.416,3,0.375,5
0.125,1.0,0.417,3,-0.125,5
0.1,0.0,0.418,0,0.4,4
0.125,1.0,0.419,3,0.375,5
0.1,1.0,0.42,3,-0.1,4
0.075,0.33333334,0.421,1,-0.075,3
0.1,0.33333334,0.422,1,-0.1,4
0.05,0.33333334,0.423,1,0.45,2
0.075,0.33333334,0.424,1,0.425,3
0.125,0.6666667,0.425,2,-0.125,5
0.1,0.6666667,0.426,2,0.4,4
0.175,1.0,0.427,3,-0.175,7
0.15,0.6666667,0.428,2,-0.15,6
0.1,1.0,0.429,3,0.4,4
0.075,1.0,0.43,3,-0.075,3
0.1,1.0,0.431,3,0.4,4
0.05,0.6666667,0.432,2,-0.05,2
0.05,1.0,0.433,3,-0.05,2
0.1,0.33333334,0.434,1,-0.1,4
0.075,0.6666667,0.435,2,-0.075,3
0.1,0.33333334,0.436,1,0.4,4
0.075,0.0,0.437,0,-0.075,3
0.125,1.0,0.438,3,-0.125,5
0.175,0.0,0.439,0,0.325,7
0.15,0.0,0.44,0,0.35,6
0.15,0.0,0.441,0,0.35,6
0.175,0.33333334,0.442,1,0.325,7
0.15,0.0,0.443,0,0.35,6
0.225,0.0,0.444,0,-0.225,9
0.2,1.0,0.445,3,-0.2,8
0.15,1.0,0.446,3,-0.15,6
0.1,1.0,0.447,3,0.4,4
0.15,1.0,0.448,3,-0.15,6
0.175,1.0,0.449,3,-0.175,7
0.2,1.0,0.45,3,0.3,8
0.175,1.0,0.451,3,-0.175,7
0.2,1.0,0.452,3,-0.2,8
0.125,1.0,0.453,3,-0.125,5
0.1,1.0,0.454,3,0.9,4
0.1,0.33333334,0.455,1,-0.1,4
0.1,0.6666667,0.456,2,-0.1,4
0.025,0.6666667,0.457,2,-0.025,1
0.025,0.6666667,0.458,2,0.475,1
0.1,0.6666667,0.459,2,-0.1,4
0.15,0.33333334,0.46,1,-0.15,6
0.175,1.0,0.461,3,0.825,7
0.15,0.0,0.462,0,-0.15,6
0.125,1.0,0.463,3,0.875,5
0.15,0.6666667,0.464,2,-0.15,6
0.125,0.6666667,0.465,2,-0.125,5
0.125,0.0,0.466,0,-0.125,5
0.075,0.6666667,0.467,2,-0.075,3
0.15,0.0,0.468,0,0.35,6
0.125,0.0,0.469,0,-0.125,5
0.125,1.0,0.47,3,-0.125,5
0.075,0.6666667,0.471,2,-0.075,3
0.125,1.0,0.472,3,-0.125,5
0.125,1.0,0.473,3,0.375,5
0.15,1.0,0.474,3,-0.15,6
0.175,1.0,0.475,3,0.325,7
0.2,1.0,0.476,3,-0.2,8
0.2,1.0,0.477,3,-0.2,8
0.2,1.0,0.478,3,0.3,8
0.175,1.0,0.479,3,-0.175,7
0.175,1.0,0.48,3,-0.175,7
0.15,0.33333334,0.481,1,0.85,6
0.15,0.33333334,0.482,1,-0.15,6
0.125,1.0,0.483,3,-0.125,5
0.1,1.0,0.484,3,-0.1,4
0.125,0.33333334,0.485,1,0.375,5
0.075,1.0,0.486,3,-0.075,3
0.05,0.6666667,0.487,2,0.95,2
0.025,0.33333334,0.488,1,-0.025,1
0.075,0.6666667,0.489,2,0.425,3
0.05,1.0,0.49,3,-0.05,2
0.15,1.0,0.491,3,-0.15,6
0.125,0.6666667,0.492,2,0.375,5
0.15,0.6666667,0.493,2,-0.15,6
0.15,1.0,0.494,3,0.35,6
0.125,0.33333334,0.495,1,-0.125,5
0.075,0.0,0.496,0,-0.075,3
0.05,1.0,0.497,3,0.45,2
0.125,0.0,0.498,0,-0.125,5
0.075,1.0,0.499,3,0.425,3
0.125,0.0,0.5,0,-0.125,5
0.175,0.0,0.501,0,0.325,7
0.15,0.0,0.502,0,0.35,6
0.175,1.0,0.503,3,-0.175,7
0.125,0.6666667,0.504,2,-0.125,5
0.125,1.0,0.505,3,0.375,5
0.125,0.6666667,0.506,2,0.375,5
0.1,0.6666667,0.507,2,0.4,4
0.075,0.6666667,0.508,2,-0.075,3
0.075,0.6666667,0.509,2,-0.075,3
0.1,0.6666667,0.51,2,0.4,4
0.1,1.0,0.511,3,-0.1,4
0.125,0.6666667,0.512,2,-0.125,5
0.1,0.33333334,0.513,1,0.4,4
0.05,0.6666667,0.514,2,0.45,2
0.1,0.33333334,0.515,1,-0.1,4
0.175,1.0,0.516,3,-0.175,7
0.1,0.6666667,0.517,2,0.4,4
0.15,1.0,0.518,3,0.35,6
0.1,0.33333334,0.519,1,-0.1,4
0.2,1.0,0.52,3,0.3,8
0.15,1.0,0.521,3,-0.15,6
0.225,1.0,0.522,3,-0.225,9
0.225,1.0,0.523,3,0.275,9
0.275,1.0,0.524,3,-0.275,11
0.3,1.0,0.525,3,0.2,12
0.25,1.0,0.526,3,-0.25,10
0.2,0.0,0.527,0,-0.2,8
0.15,0.33333334,0.528,1,0.35,6
0.15,1.0,0.529,3,-0.15,6
0.2,0.0,0.53,0,-0.2,8
0.175,0.6666667,0.531,2,-0.175,7
0.15,0.0,0.532,0,0.35,6
0.15,0.0,0.533,0,0.35,6
0.1,0.6666667,0.534,2,-0.1,4
0.1,1.0,0.535,3,0.4,4
0.15,0.6666667,0.536,2,0.35,6
0.125,1.0,0.537,3,-0.125,5
0.1,0.33333334,0.538,1,-0.1,4
0.05,1.0,0.539,3,-0.05,2
0.1,0.6666667,0.54,2,0.4,4
0.15,0.33333334,0.541,1,0.35,6
0.15,1.0,0.542,3,0.35,6
0.125,1.0,0.543,3,-0.125,5
0.15,1.0,0.544,3,-0.15,6
0.125,1.0,0.545,3,-0.125,5
0.15,0.33333334,0.546,1,0.35,6
0.1,1.0,0.547,3,-0.1,4
0.1,1.0,0.548,3,0.4,4
0.1,0.0,0.549,0,0.4,4
0.1,1.0,0.55,3,-0.1,4
0.1,0.6666667,0.551,2,-0.1,4
0.05,0.6666667,0.552,2,0.45,2
0.05,0.0,0.553,0,0.45,2
0.025,1.0,0.554,3,-0.025,1
0.075,0.6666667,0.555,2,-0.075,3
0.15,0.0,0.556,0,0.35,6
0.15,1.0,0.557,3,-0.15,6
0.1,0.6666667,0.558,2,0.9,4
0.125,1.0,0.559,3,-0.125,5
0.15,1.0,0.56,3,-0.15,6
0.15,0.6666667,0.561,2,0.35,6
0.15,0.33333334,0.562,1,-0.15,6
0.075,0.0,0.563,0,0.425,3
0.125,1.0,0.564,3,0.375,5
0.125,0.0,0.565,0,-0.125,5
0.175,0.0,0.566,0,-0.175,7
0.125,0.0,0.567,0,-0.125,5
0.075,0.33333334,0.568,1,-0.075,3
0.05,0.6666667,0.569,2,0.45,2
0.125,1.0,0.57,3,-0.125,5
0.125,0.6666667,0.571,2,-0.125,5
0.15,0.6666667,0.572,2,-0.15,6
0.1,0.33333334,0.573,1,0.4,4
0.15,0.33333334,0.574,1,0.35,6
0.175,1.0,0.575,3,0.325,7
0.225,1.0,0.576,3,-0.225,9
0.2,0.33333334,0.577,1,0.3,8
0.15,1.0,0.578,3,-0.15,6
0.1,0.0,0.579,0,-0.1,4
0.125,1.0,0.58,3,0.375,5
0.1,0.0,0.581,0,0.4,4
0.125,0.0,0.582,0,-0.125,5
0.075,0.6666667,0.583,2,-0.075,3
0.075,0.6666667,0.584,2,0.425,3
0.1,0.0,0.585,0,-0.1,4
0.125,0.0,0.586,0,-0.125,5
0.2,1.0,0.587,3,0.3,8
0.15,1.0,0.588,3,0.35,6
0.125,1.0,0.589,3,-0.125,5
0.125,0.6666667,0.59,2,0.375,5
0.125,1.0,0.591,3,-0.125,5
0.15,1.0,0.592,3,-0.15,6
0.1,0.33333334,0.593,1,0.4,4
0.05,1.0,0.594,3,-0.05,2
0.025,0.6666667,0.595,2,0.475,1
0.075,1.0,0.596,3,-0.075,3
0.05,0.6666667,0.597,2,-0.05,2
0.075,0.0,0.598,0,0.925,3
0.075,0.6666667,0.599,2,-0.075,3
0.1,0.6666667,0.6,2,-0.1,4
0.125,0.33333334,0.601,1,-0.125,5
0.15,0.0,0.602,0,0.35,6
0.2,1.0,0.603,3,0.3,8
0.175,1.0,0.604,3,-0.175,7
0.2,1.0,0.605,3,-0.2,8
0.2,1.0,0.606,3,-0.2,8
0.175,1.0,0.607,3,0.325,7
0.175,1.0,0.608,3,0.325,7
0.15,1.0,0.609,3,-0.15,6
0.125,0.33333334,0.61,1,-0.125,5
0.05,0.6666667,0.611,2,0.45,2
0.05,1.0,0.612,3,0.45,2
0.025,0.6666667,0.613,2,-0.025,1
0.025,1.0,0.614,3,-0.025,1
0.075,0.6666667,0.615,2,-0.075,3
0.1,1.0,0.616,3,0.4,4
0.175,0.0,0.617,0,0.325,7
0.1,1.0,0.618,3,0.4,4
0.15,0.0,0.619,0,0.35,6
0.125,1.0,0.62,3,-0.125,5
0.175,0.0,0.621,0,-0.175,7
0.15,0.6666667,0.622,2,-0.15,6
0.125,0.0,0.623,0,-0.125,5
0.15,0.0,0.624,0,0.35,6
0.125,1.0,0.625,3,-0.125,5
0.1,0.0,0.626,0,0.4,4
0.15,1.0,0.627,3,-0.15,6
0.15,1.0,0.628,3,0.85,6
0.225,0.33333334,0.629,1,-0.225,9
0.15,0.6666667,0.63,2,-0.15,6
0.175,1.0,0.631,3,0.825,7
0.225,1.0,0.632,3,-0.225,9
0.2,1.0,0.633,3,-0.2,8
0.175,0.33333334,0.634,1,0.325,7
0.1,1.0,0.635,3,-0.1,4
0.2,0.6666667,0.636,2,-0.2,8
0.15,1.0,0.637,3,0.35,6
0.125,0.6666667,0.638,2,0.375,5
0.15,1.0,0.639,3,-0.15,6
0.075,0.33333334,0.64,1,-0.075,3
0.1,0.6666667,0.641,2,0.4,4
0.075,1.0,0.642,3,-0.075,3
0.1,0.33333334,0.643,1,-0.1,4
0.15,1.0,0.644,3,0.35,6
0.225,1.0,0.645,3,-0.225,9
0.125,0.33333334,0.646,1,0.375,5
0.15,0.0,0.647,0,-0.15,6
0.15,1.0,0.648,3,-0.15,6
0.175,0.0,0.649,0,0.325,7
0.1,1.0,0.65,3,-0.1,4
0.15,0.0,0.651,0,-0.15,6
0.175,0.0,0.652,0,-0.175,7
0.15,0.0,0.653,0,-0.15,6
0.1,0.33333334,0.654,1,0.4,4
0.075,1.0,0.655,3,0.425,3
0.05,0.0,0.656,0,-0.05,2
0.1,1.0,0.657,3,0.4,4
0.075,1.0,0.658,3,-0.075,3
0.075,0.6666667,0.659,2,0.425,3
0.125,1.0,0.66,3,-0.125,5
0.125,0.6666667,0.661,2,0.375,5
0.2,1.0,0.662,3,0.3,8
0.15,0.6666667,0.663,2,-0.15,6
0.1,1.0,0.664,3,-0.1,4
0.075,1.0,0.665,3,-0.075,3
0.1,0.33333334,0.666,1,0.9,4
0.025,1.0,0.667,3,0.475,1
0.05,0.6666667,0.668,2,-0.05,2
0.05,0.33333334,0.669,1,-0.05,2
0.025,1.0,0.67,3,-0.025,1
0.05,0.33333334,0.671,1,-0.05,2
0.1,1.0,0.672,3,0.4,4
0.1,0.33333334,0.673,1,0.4,4
0.075,1.0,0.674,3,0.425,3
0.0,1.0,0.675,3,0.0,0
0.025,0.6666667,0.676,2,0.975,1
0.075,1.0,0.677,3,-0.075,3
0.1,0.0,0.678,0,-0.1,4
0.075,1.0,0.679,3,-0.075,3
0.125,0.0,0.68,0,-0.125,5
0.1,0.6666667,0.681,2,-0.1,4
0.15,0.0,0.682,0,0.35,6
0.15,0.0,0.683,0,0.35,6
0.15,0.6666667,0.684,2,-0.15,6
0.175,0.0,0.685,0,-0.175,7
0.225,0.0,0.686,0,-0.225,9
0.15,1.0,0.687,3,0.35,6
0.15,1.0,0.688,3,0.35,6
0.275,1.0,0.689,3,0.22499999999999998,11
0.25,1.0,0.69,3,-0.25,10
0.275,1.0,0.691,3,-0.275,11
0.275,1.0,0.692,3,0.22499999999999998,11
0.225,1.0,0.693,3,-0.225,9
0.2,0.33333334,0.694,1,-0.2,8
0.125,1.0,0.695,3,-0.125,5
0.15,0.6666667,0.696,2,0.35,6
0.1,0.33333334,0.697,1,-0.1,4
0.075,1.0,0.698,3,0.425,3
0.025,0.33333334,0.699,1,0.475,1
0.05,0.6666667,0.7,2,-0.05,2
0.05,0.6666667,0.701,2,-0.05,2
0.075,1.0,0.702,3,-0.075,3
0.125,0.6666667,0.703,2,0.375,5
0.15,1.0,0.704,3,0.35,6
0.15,0.33333334,0.705,1,0.35,6
0.075,1.0,0.706,3,-0.075,3
0.175,0.0,0.707,0,-0.175,7
0.125,1.0,0.708,3,-0.125,5
0.125,0.0,0.709,0,0.375,5
0.125,0.0,0.71,0,0.375,5
0.1,0.6666667,0.711,2,-0.1,4
0.125,0.0,0.712,0,-0.125,5
0.125,1.0,0.713,3,-0.125,5
0.1,0.0,0.714,0,-0.1,4
0.15,1.0,0.715,3,0.35,6
0.1,1.0,0.716,3,0.9,4
0.175,0.6666667,0.717,2,-0.175,7
0.175,1.0,0.718,3,-0.175,7
0.225,0.6666667,0.719,2,0.275,9
0.225,1.0,0.72,3,-0.225,9
0.2,0.6666667,0.721,2,-0.2,8
0.225,1.0,0.722,3,0.275,9
0.15,0.6666667,0.723,2,0.35,6
0.125,0.33333334,0.724,1,-0.125,5
0.125,1.0,0.725,3,-0.125,5
0.125,0.33333334,0.726,1,-0.125,5
0.1,1.0,0.727,3,-0.1,4
0.05,1.0,0.728,3,0.45,2
0.05,1.0,0.729,3,-0.05,2
0.05,1.0,0.73,3,-0.05,2
0.025,0.33333334,0.731,1,0.475,1
0.05,1.0,0.732,3,0.45,2
0.05,0.6666667,0.733,2,-0.05,2
0.05,1.0,0.734,3,0.45,2
0.075,0.33333334,0.735,1,-0.075,3
0.05,0.0,0.736,0,0.45,2
0.05,1.0,0.737,3,-0.05,2
0.075,0.0,0.738,0,-0.075,3
0.05,1.0,0.739,3,0.45,2
0.1,0.0,0.74,0,-0.1,4
0.175,1.0,0.741,3,0.325,7
0.2,1.0,0.742,3,-0.2,8
0.175,1.0,0.743,3,0.325,7
0.175,1.0,0.744,3,-0.175,7
0.15,1.0,0.745,3,0.35,6
0.175,1.0,0.746,3,-0.175,7
0.1,1.0,0.747,3,-0.1,4
0.1,0.33333334,0.748,1,0.4,4
0.05,1.0,0.749,3,-0.05,2
0.05,0.6666667,0.75,2,0.95,2
0.025,1.0,0.751,3,-0.025,1
0.075,0.6666667,0.752,2,-0.075,3
0.075,1.0,0.753,3,-0.075,3
0.05,0.33333334,0.754,1,0.45,2
0.1,0.33333334,0.755,1,0.4,4
0.15,1.0,0.756,3,0.35,6
0.1,0.6666667,0.757,2,0.4,4
0.1,1.0,0.758,3,-0.1,4
0.1,0.6666667,0.759,2,-0.1,4
0.1,0.6666667,0.76,2,0.4,4
0.1,1.0,0.761,3,-0.1,4
0.075,1.0,0.762,3,0.425,3
0.05,0.6666667,0.763,2,0.45,2
0.05,0.6666667,0.764,2,-0.05,2
0.05,1.0,0.765,3,-0.05,2
0.05,0.33333334,0.766,1,-0.05,2
0.025,0.0,0.767,0,0.475,1
0.05,1.0,0.768,3,-0.05,2
0.125,0.0,0.769,0,0.375,5
0.075,1.0,0.77,3,-0.075,3
0.125,0.0,0.771,0,0.875,5
0.075,0.33333334,0.772,1,-0.075,3
0.1,0.0,0.773,0,-0.1,4
0.1,0.0,0.774,0,0.4,4
0.1,0.33333334,0.775,1,-0.1,4
0.1,0.6666667,0.776,2,-0.1,4
0.125,0.0,0.777,0,0.375,5
0.15,1.0,0.778,3,0.35,6
0.1,0.6666667,0.779,2,-0.1,4
0.1,1.0,0.78,3,0.4,4
0.05,1.0,0.781,3,-0.05,2
0.1,0.6666667,0.782,2,0.4,4
0.075,1.0,0.783,3,-0.075,3
0.05,0.6666667,0.784,2,-0.05,2
0.05,0.6666667,0.785,2,0.95,2
0.1,0.6666667,0.786,2,-0.1,4
0.05,1.0,0.787,3,-0.05,2
0.075,0.6666667,0.788,2,0.425,3
0.05,0.6666667,0.789,2,-0.05,2
0.025,0.6666667,0.79,2,-0.025,1
0.025,0.33333334,0.791,1,0.475,1
0.05,1.0,0.792,3,0.45,2
0.075,0.6666667,0.793,2,-0.075,3
0.125,0.33333334,0.794,1,-0.125,5
0.075,1.0,0.795,3,-0.075,3
0.05,1.0,0.796,3,0.45,2
0.05,0.0,0.797,0,0.45,2
0.025,1.0,0.798,3,-0.025,1
0.125,0.0,0.799,0,0.375,5
0.05,1.0,0.8,3,-0.05,2
0.075,0.0,0.801,0,-0.075,3
0.1,0.0,0.802,0,0.4,4
0.175,0.0,0.803,0,-0.175,7
0.2,0.0,0.804,0,0.3,8
0.175,0.0,0.805,0,-0.175,7
0.15,1.0,0.806,3,-0.15,6
0.15,0.33333334,0.807,1,-0.15,6
0.175,1.0,0.808,3,-0.175,7
0.15,1.0,0.809,3,0.35,6
0.15,0.6666667,0.81,2,-0.15,6
0.1,1.0,0.811,3,0.4,4
0.15,0.33333334,0.812,1,-0.15,6
0.1,1.0,0.813,3,0.4,4
0.125,1.0,0.814,3,-0.125,5
0.075,0.6666667,0.815,2,-0.075,3
0.1,1.0,0.816,3,0.4,4
0.075,0.6666667,0.817,2,0.425,3
0.075,0.6666667,0.818,2,-0.075,3
0.05,0.6666667,0.819,2,-0.05,2
0.125,1.0,0.82,3,-0.125,5
0.05,0.6666667,0.821,2,0.95,2
0.05,1.0,0.822,3,-0.05,2
0.025,0.6666667,0.823,2,-0.025,1
0.075,1.0,0.824,3,-0.075,3
0.075,1.0,0.825,3,0.425,3
0.075,0.33333334,0.826,1,-0.075,3
0.05,0.33333334,0.827,1,-0.05,2
0.1,0.33333334,0.828,1,0.4,4
0.15,0.0,0.829,0,-0.15,6
0.075,1.0,0.83,3,-0.075,3
0.1,0.0,0.831,0,0.4,4
0.1,1.0,0.832,3,0.4,4
0.1,0.0,0.833,0,-0.1,4
0.1,1.0,0.834,3,0.4,4
0.125,1.0,0.835,3,-0.125,5
0.15,1.0,0.836,3,0.35,6
0.125,1.0,0.837,3,-0.125,5
0.15,1.0,0.838,3,-0.15,6
0.125,1.0,0.839,3,0.375,5
0.075,0.6666667,0.84,2,-0.075,3
0.05,1.0,0.841,3,0.95,2
0.125,0.6666667,0.842,2,-0.125,5
0.05,1.0,0.843,3,-0.05,2
0.05,1.0,0.844,3,-0.05,2
0.05,0.33333334,0.845,1,0.45,2
0.075,0.33333334,0.846,1,-0.075,3
0.05,1.0,0.847,3,0.45,2
0.1,1.0,0.848,3,0.4,4
0.05,0.33333334,0.849,1,0.45,2
0.1,0.6666667,0.85,2,-0.1,4
0.1,1.0,0.851,3,-0.1,4
0.15,1.0,0.852,3,-0.15,6
0.15,1.0,0.853,3,0.35,6
0.125,0.6666667,0.854,2,0.375,5
0.125,1.0,0.855,3,-0.125,5
0.175,0.33333334,0.856,1,-0.175,7
0.175,0.0,0.857,0,-0.175,7
0.175,1.0,0.858,3,-0.175,7
0.225,0.0,0.859,0,0.275,9
0.225,0.6666667,0.86,2,-0.225,9
0.2,0.0,0.861,0,-0.2,8
0.15,1.0,0.862,3,-0.15,6
0.125,0.0,0.863,0,-0.125,5
0.15,1.0,0.864,3,0.35,6
0.125,0.6666667,0.865,2,-0.125,5
0.15,1.0,0.866,3,0.35,6
0.2,1.0,0.867,3,-0.2,8
0.2,1.0,0.868,3,0.8,8
0.2,1.0,0.869,3,-0.2,8
0.175,1.0,0.87,3,-0.175,7
0.15,1.0,0.871,3,0.35,6
0.175,1.0,0.872,3,-0.175,7
0.1,1.0,0.873,3,-0.1,4
0.1,1.0,0.874,3,0.4,4
0.1,0.33333334,0.875,1,0.4,4
0.075,0.33333334,0.876,1,-0.075,3
0.0,1.0,0.877,3,0.0,0
0.0,1.0,0.878,3,0.0,0
0.05,0.6666667,0.879,2,0.45,2
0.025,1.0,0.88,3,0.475,1
0.05,0.6666667,0.881,2,0.45,2
0.025,1.0,0.882,3,0.475,1
0.125,0.6666667,0.883,2,0.375,5
0.075,1.0,0.884,3,-0.075,3
0.075,0.6666667,0.885,2,-0.075,3
0.1,1.0,0.886,3,-0.1,4
0.15,0.33333334,0.887,1,0.35,6
0.1,0.0,0.888,0,-0.1,4
0.075,0.33333334,0.889,1,0.425,3
0.15,0.0,0.89,0,-0.15,6
0.125,1.0,0.891,3,-0.125,5
0.2,0.0,0.892,0,-0.2,8
0.2,0.33333334,0.893,1,0.8,8
0.15,0.0,0.894,0,-0.15,6
0.125,0.0,0.895,0,-0.125,5
0.125,1.0,0.896,3,0.375,5
0.075,0.0,0.897,0,0.425,3
0.1,1.0,0.898,3,-0.1,4
0.1,1.0,0.899,3,-0.1,4
0.125,1.0,0.9,3,0.375,5
0.125,1.0,0.901,3,-0.125,5
0.15,0.6666667,0.902,2,0.35,6
0.175,1.0,0.903,3,0.325,7
0.125,1.0,0.904,3,-0.125,5
0.15,0.6666667,0.905,2,0.35,6
0.175,1.0,0.906,3,-0.175,7
0.125,1.0,0.907,3,0.375,5
0.1,0.6666667,0.908,2,-0.1,4
0.075,1.0,0.909,3,-0.075,3
0.075,1.0,0.91,3,-0.075,3
0.05,1.0,0.911,3,0.45,2
0.05,1.0,0.912,3,-0.05,2
0.075,1.0,0.913,3,0.425,3
0.075,1.0,0.914,3,-0.075,3
0.125,1.0,0.915,3,0.375,5
0.125,0.33333334,0.916,1,-0.125,5
0.1,1.0,0.917,3,0.4,4
0.075,0.0,0.918,0,0.425,3
0.1,1.0,0.919,3,-0.1,4
0.1,0.33333334,0.92,1,0.4,4
0.1,0.33333334,0.921,1,0.4,4
0.15,1.0,0.922,3,-0.15,6
0.2,1.0,0.923,3,0.3,8
0.225,1.0,0.924,3,-0.225,9
0.2,1.0,0.925,3,-0.2,8
0.25,1.0,0.926,3,0.25,10
0.225,1.0,0.927,3,-0.225,9
0.2,1.0,0.928,3,0.3,8
0.2,0.33333334,0.929,1,-0.2,8
0.175,1.0,0.93,3,0.325,7
0.175,1.0,0.931,3,0.325,7
0.175,0.0,0.932,0,-0.175,7
0.05,1.0,0.933,3,-0.05,2
0.05,0.33333334,0.934,1,0.45,2
0.05,0.33333334,0.935,1,-0.05,2
0.1,1.0,0.936,3,-0.1,4
0.05,0.0,0.937,0,0.45,2
0.125,0.6666667,0.938,2,-0.125,5
0.075,1.0,0.939,3,0.425,3
0.125,0.6666667,0.94,2,-0.125,5
0.05,1.0,0.941,3,0.45,2
0.125,0.33333334,0.942,1,0.375,5
0.05,1.0,0.943,3,0.45,2
0.1,0.6666667,0.944,2,-0.1,4
0.075,0.33333334,0.945,1,-0.075,3
0.075,0.0,0.946,0,-0.075,3
0.1,0.0,0.947,0,0.4,4
0.1,0.0,0.948,0,-0.1,4
0.1,1.0,0.949,3,-0.1,4
0.15,0.0,0.95,0,0.35,6
0.15,0.0,0.951,0,0.85,6
0.125,1.0,0.952,3,-0.125,5
0.075,1.0,0.953,3,0.425,3
0.075,1.0,0.954,3,-0.075,3
0.125,1.0,0.955,3,0.375,5
0.175,1.0,0.956,3,-0.175,7
0.125,1.0,0.957,3,0.375,5
0.1,0.0,0.958,0,-0.1,4
0.125,1.0,0.959,3,-0.125,5
0.15,1.0,0.96,3,0.35,6
0.125,1.0,0.961,3,-0.125,5
0.15,0.33333334,0.962,1,0.35,6
0.025,1.0,0.963,3,-0.025,1
0.025,0.0,0.964,0,-0.025,1
0.025,1.0,0.965,3,0.475,1
0.075,0.6666667,0.966,2,-0.075,3
0.05,1.0,0.967,3,-0.05,2
0.1,0.0,0.968,0,0.4,4
0.1,0.6666667,0.969,2,0.4,4
0.125,0.0,0.97,0,0.375,5
0.1,0.6666667,0.971,2,0.4,4
0.1,1.0,0.972,3,-0.1,4
0.05,1.0,0.973,3,-0.05,2
0.05,1.0,0.974,3,0.45,2
0.075,0.0,0.975,0,0.425,3
0.1,0.0,0.976,0,-0.1,4
0.1,0.0,0.977,0,-0.1,4
0.1,0.0,0.978,0,-0.1,4
0.125,0.0,0.979,0,-0.125,5
0.175,0.0,0.98,0,-0.175,7
0.1,1.0,0.981,3,0.9,4
0.075,1.0,0.982,3,-0.075,3
0.05,1.0,0.983,3,-0.05,2
0.075,1.0,0.984,3,0.925,3
0.05,1.0,0.985,3,-0.05,2
0.05,1.0,0.986,3,-0.05,2
0.075,0.0,0.987,0,-0.075,3
0.1,1.0,0.988,3,0.4,4
0.1,1.0,0.989,3,0.4,4
0.075,0.33333334,0.99,1,0.425,3
0.025,1.0,0.991,3,-0.025,1
0.15,0.6666667,0.992,2,0.35,6
0.075,1.0,0.993,3,-0.075,3
0.075,0.0,0.994,0,-0.075,3
0.1,1.0,0.995,3,0.4,4
0.15,0.33333334,0.996,1,0.35,6
0.075,1.0,0.997,3,-0.075,3
0.05,0.0,0.998,0,0.95,2
0.125,1.0,0.999,3,-0.125,5
0.125,1.0,1.0,3,-0.125,5
0.0,0.33333334,0.001,1,0.0,0
0.1,1.0,0.002,3,-0.1,4
0.0,0.6666667,0.003,2,0.0,0
0.0,0.6666667,0.004,2,0.0,0
0.05,0.33333334,0.005,1,-0.05,2
0.05,1.0,0.006,3,-0.05,2
0.0,0.33333334,0.007,1,0.0,0
0.0,0.33333334,0.008,1,0.0,0
0.0,0.0,0.009,0,0.0,0
0.05,0.33333334,0.01,1,-0.05,2
0.0,0.6666667,0.011,2,0.0,0
0.025,0.33333334,0.012,1,-0.025,1
0.0,0.33333334,0.013,1,0.0,0
0.0,0.6666667,0.014,2,0.0,0
0.025,1.0,0.015,3,-0.025,1
0.025,0.0,0.016,0,-0.025,1
0.1,0.6666667,0.017,2,-0.1,4
0.05,0.0,0.018,0,-0.05,2
0.075,0.0,0.019,0,-0.075,3
0.075,0.0,0.02,0,-0.075,3
