Queue length,Speed,Phase,Step,Action,Reward,Total Queue Length
0.8,0.0,0.0,0.7407407,0,-0.8,32
0.8,0.0,0.0,0.7417417,0,-0.8,32
0.8,0.0,0.0,0.7427427,0,-0.8,32
0.8,0.0,0.0,0.7437437,0,-0.8,32
0.8,0.0,0.0,0.7447447,0,-0.8,32
0.8,0.0,0.0,0.7457457,0,-0.8,32
0.8,0.0,0.0,0.7467467,0,-0.8,32
0.8,0.0,0.0,0.7477477,0,-0.8,32
0.8,0.0,0.0,0.7487487,0,-0.8,32
0.8,0.0,0.0,0.7497497,0,-0.8,32
0.8,0.0,0.0,0.7507508,0,-0.8,32
0.8,0.0,0.0,0.7517518,0,-0.8,32
0.8,0.0,0.0,0.7527528,0,-0.8,32
0.8,0.0,0.0,0.7537538,0,-0.8,32
0.8,0.0,0.0,0.7547548,0,-0.8,32
0.8,0.0,0.0,0.7557558,0,-0.8,32
0.8,0.0,0.0,0.7567568,0,-0.8,32
0.8,0.0,0.0,0.7577578,0,-0.8,32
0.8,0.0,0.0,0.7587588,0,-0.8,32
0.8,0.0,0.0,0.7597598,0,-0.8,32
0.8,0.0,0.0,0.7607608,0,-0.8,32
0.8,0.0,0.0,0.7617618,0,-0.8,32
0.8,0.0,0.0,0.7627628,0,-0.8,32
0.8,0.0,0.0,0.7637638,0,-0.8,32
0.8,0.0,0.0,0.7647648,0,-0.8,32
0.8,0.0,0.0,0.7657658,0,-0.8,32
0.8,0.0,0.0,0.7667668,0,-0.8,32
0.8,0.0,0.0,0.7677678,0,-0.8,32
0.8,0.0,0.0,0.7687688,0,-0.8,32
0.8,0.0,0.0,0.7697698,0,-0.8,32
0.8,0.0,0.0,0.7707708,0,-0.8,32
0.8,0.0,0.0,0.7717718,0,-0.8,32
0.8,0.0,0.0,0.7727728,0,-0.8,32
0.8,0.0,0.0,0.7737738,0,-0.8,32
0.8,0.0,0.0,0.7747748,0,-0.8,32
0.8,0.0,0.0,0.7757758,0,-0.8,32
0.8,0.0,0.0,0.7767768,0,-0.8,32
0.8,0.0,0.0,0.7777778,0,-0.8,32
0.8,0.0,0.0,0.7787788,0,-0.8,32
0.8,0.0,0.0,0.7797798,0,-0.8,32
0.8,0.0,0.0,0.7807808,0,-0.8,32
0.8,0.0,0.0,0.7817818,0,-0.8,32
0.8,0.0,0.0,0.7827828,0,-0.8,32
0.8,0.0,0.0,0.7837838,0,-0.8,32
0.8,0.0,0.0,0.7847848,0,-0.8,32
0.8,0.0,0.0,0.7857858,0,-0.8,32
0.8,0.0,0.0,0.7867868,0,-0.8,32
0.8,0.0,0.0,0.7877878,0,-0.8,32
0.8,0.0,0.0,0.7887888,0,-0.8,32
0.8,0.0,0.0,0.7897898,0,-0.8,32
0.8,0.0,0.0,0.7907908,0,-0.8,32
0.8,0.0,0.0,0.7917918,0,-0.8,32
0.8,0.0,0.0,0.7927928,0,-0.8,32
0.8,0.0,0.0,0.7937938,0,-0.8,32
0.8,0.0,0.0,0.7947948,0,-0.8,32
0.8,0.0,0.0,0.7957958,0,-0.8,32
0.8,0.0,0.0,0.7967968,0,-0.8,32
0.8,0.0,0.0,0.7977978,0,-0.8,32
0.8,0.0,0.0,0.7987988,0,-0.8,32
0.8,0.0,0.0,0.7997998,0,-0.8,32
0.8,0.0,0.0,0.8008008,0,-0.8,32
0.8,0.0,0.0,0.8018018,0,-0.8,32
0.8,0.0,0.0,0.8028028,0,-0.8,32
0.8,0.0,0.0,0.8038038,0,-0.8,32
0.8,0.0,0.0,0.8048048,0,-0.8,32
0.8,0.0,0.0,0.8058058,0,-0.8,32
0.8,0.0,0.0,0.8068068,0,-0.8,32
0.8,0.0,0.0,0.8078078,0,-0.8,32
0.8,0.0,0.0,0.8088088,0,-0.8,32
0.8,0.0,0.0,0.8098098,0,-0.8,32
0.8,0.0,0.0,0.8108108,0,-0.8,32
0.8,0.0,0.0,0.8118118,0,-0.8,32
0.8,0.0,0.0,0.8128128,0,-0.8,32
0.8,0.0,0.0,0.8138138,0,-0.8,32
0.8,0.0,0.0,0.8148148,0,-0.8,32
0.8,0.0,0.0,0.8158158,0,-0.8,32
0.8,0.0,0.0,0.8168168,0,-0.8,32
0.8,0.0,0.0,0.8178178,0,-0.8,32
0.8,0.0,0.0,0.8188188,0,-0.8,32
0.8,0.0,0.0,0.8198198,0,-0.8,32
0.8,0.0,0.0,0.8208208,0,-0.8,32
0.8,0.0,0.0,0.8218218,0,-0.8,32
0.8,0.0,0.0,0.8228228,0,-0.8,32
0.8,0.0,0.0,0.8238238,0,-0.8,32
0.8,0.0,0.0,0.8248248,0,-0.8,32
0.8,0.0,0.0,0.8258258,0,-0.8,32
0.8,0.0,0.0,0.8268268,0,-0.8,32
0.8,0.0,0.0,0.8278278,0,-0.8,32
0.8,0.0,0.0,0.8288288,0,-0.8,32
0.8,0.0,0.0,0.8298298,0,-0.8,32
0.8,0.0,0.0,0.8308308,0,-0.8,32
0.8,0.0,0.0,0.8318318,0,-0.8,32
0.8,0.0,0.0,0.8328328,0,-0.8,32
0.8,0.0,0.0,0.8338338,0,-0.8,32
0.8,0.0,0.0,0.8348348,0,-0.8,32
0.8,0.0,0.0,0.8358358,0,-0.8,32
0.8,0.0,0.0,0.8368368,0,-0.8,32
0.8,0.0,0.0,0.8378378,0,-0.8,32
0.8,0.0,0.0,0.8388388,0,-0.8,32
0.8,0.0,0.0,0.8398398,0,-0.8,32
0.8,0.0,0.0,0.8408408,0,-0.8,32
0.8,0.0,0.0,0.8418418,0,-0.8,32
0.8,0.0,0.0,0.8428428,0,-0.8,32
0.8,0.0,0.0,0.8438438,0,-0.8,32
0.8,0.0,0.0,0.8448448,0,-0.8,32
0.8,0.0,0.0,0.8458458,0,-0.8,32
0.8,0.0,0.0,0.8468468,0,-0.8,32
0.8,0.0,0.0,0.8478478,0,-0.8,32
0.8,0.0,0.0,0.8488488,0,-0.8,32
0.8,0.0,0.0,0.8498498,0,-0.8,32
0.8,0.0,0.0,0.8508509,0,-0.8,32
0.8,0.0,0.0,0.8518519,0,-0.8,32
0.8,0.0,0.0,0.8528529,0,-0.8,32
0.775,0.4340625,0.0,0.8538539,0,-0.775,32
0.75,0.38856712,0.0,0.8548549,0,-0.75,31
0.7,0.90288955,0.0,0.8558559,0,-0.7,30
0.65,0.9441106,0.0,0.8568569,0,-0.65,28
0.6,1.0129436,0.0,0.8578579,0,-0.6,26
0.575,0.74254715,0.0,0.8588589,0,-0.575,24
0.55,0.73355854,0.0,0.8598599,0,-0.55,23
0.5,0.36914253,0.0,0.8608609,0,-0.5,22
0.525,0.41387454,0.0,0.8618619,0,-0.525,20
0.525,0.38805178,0.0,0.8628629,0,-0.525,21
0.55,0.33972394,0.0,0.8638639,0,-0.55,21
0.625,0.21617638,0.0,0.8648649,0,-0.625,22
0.65,0.1646583,0.0,0.8658659,0,-0.65,25
0.675,0.11938549,0.0,0.8668669,0,-0.675,26
0.675,0.17360069,0.0,0.8678679,0,-0.675,27
0.725,0.21677127,0.0,0.8688689,0,-0.725,27
0.75,0.2825213,0.0,0.8698699,0,-0.75,29
0.775,0.3157442,0.0,0.8708709,0,-0.775,30
0.8,0.36481926,0.0,0.8718719,0,-0.8,31
0.8,0.3524382,0.0,0.8728729,0,-0.8,32
0.8,0.23219366,0.0,0.8738739,0,-0.8,32
0.8,0.22684433,0.0,0.8748749,0,-0.8,32
0.8,0.23558255,0.0,0.8758759,0,-0.8,32
0.8,0.2945755,0.0,0.8768769,0,-0.8,32
0.775,0.7630878,0.0,0.8778779,0,-0.775,32
0.75,0.8052363,0.0,0.8788789,0,-0.75,31
0.725,0.8583224,0.0,0.8798799,0,-0.725,30
0.7,0.93591934,0.0,0.8808809,0,-0.7,29
0.65,1.011382,0.0,0.8818819,0,-0.65,28
0.6,0.6450445,0.0,0.8828829,0,-0.6,26
0.575,0.7328293,0.0,0.8838839,0,-0.575,24
0.55,0.82368565,0.0,0.8848849,0,-0.55,23
0.525,0.8445293,0.0,0.8858859,0,-0.525,22
0.525,0.38978216,0.0,0.8868869,0,-0.525,21
0.55,0.30769554,0.0,0.8878879,0,-0.55,21
0.55,0.26241425,0.0,0.8888889,0,-0.55,22
0.6,0.23724939,0.0,0.8898899,0,-0.6,22
0.65,0.2056933,0.0,0.8908909,0,-0.65,24
0.65,0.2387234,0.0,0.8918919,0,-0.65,26
0.65,0.1666127,0.0,0.8928929,0,-0.65,26
0.725,0.17002685,0.0,0.8938939,0,-0.725,26
0.75,0.20505351,0.0,0.8948949,0,-0.75,29
0.75,0.28565398,0.0,0.8958959,0,-0.75,30
0.725,0.34288645,0.0,0.8968969,0,-0.725,30
0.775,0.4084784,0.0,0.8978979,0,-0.775,29
0.775,0.3715333,0.0,0.8988989,0,-0.775,31
0.775,0.33926174,0.0,0.8998999,0,-0.775,31
0.8,0.2870137,0.0,0.9009009,0,-0.8,31
0.825,0.26369286,0.0,0.9019019,0,-0.825,32
0.825,0.23420174,0.0,0.9029029,0,-0.825,33
0.825,0.15346006,0.0,0.9039039,0,-0.825,33
0.825,0.06503744,0.0,0.9049049,0,-0.825,33
0.825,0.0060433834,0.0,0.9059059,0,-0.825,33
0.85,0.00018235894,0.0,0.9069069,0,-0.85,33
0.85,8.6241824e-05,0.0,0.9079079,0,-0.85,34
0.85,7.386594e-05,0.0,0.9089089,0,-0.85,34
0.85,0.0,0.0,0.9099099,0,-0.85,34
0.85,0.0,0.0,0.9109109,0,-0.85,34
0.85,0.0,0.0,0.9119119,0,-0.85,34
0.85,0.0,0.0,0.9129129,0,-0.85,34
0.85,0.0,0.0,0.9139139,0,-0.85,34
0.85,0.0,0.0,0.9149149,0,-0.85,34
0.85,0.0,0.0,0.9159159,0,-0.85,34
0.85,0.0,0.0,0.9169169,0,-0.85,34
0.85,0.0,0.0,0.9179179,0,-0.85,34
0.85,0.0,0.0,0.9189189,0,-0.85,34
0.85,0.0,0.0,0.9199199,0,-0.85,34
0.85,0.0,0.0,0.9209209,0,-0.85,34
0.85,0.0,0.0,0.9219219,0,-0.85,34
0.85,0.0,0.0,0.9229229,0,-0.85,34
0.85,0.0,0.0,0.9239239,0,-0.85,34
0.85,0.0,0.0,0.9249249,0,-0.85,34
0.85,0.0,0.0,0.9259259,0,-0.85,34
0.85,0.0,0.0,0.9269269,0,-0.85,34
0.85,0.0,0.0,0.9279279,0,-0.85,34
0.85,0.0,0.0,0.9289289,0,-0.85,34
0.85,0.0,0.0,0.9299299,0,-0.85,34
0.85,0.0,0.0,0.9309309,0,-0.85,34
0.85,0.0,0.0,0.9319319,0,-0.85,34
0.85,0.0,0.0,0.9329329,0,-0.85,34
0.85,0.0,0.0,0.9339339,0,-0.85,34
0.85,0.0,0.0,0.9349349,0,-0.85,34
0.85,0.0,0.0,0.9359359,0,-0.85,34
0.85,0.0,0.0,0.9369369,0,-0.85,34
0.85,0.0,0.0,0.9379379,0,-0.85,34
0.85,0.0,0.0,0.9389389,0,-0.85,34
0.85,0.0,0.0,0.9399399,0,-0.85,34
0.85,0.0,0.0,0.9409409,0,-0.85,34
0.85,0.0,0.0,0.9419419,0,-0.85,34
0.85,0.0,0.0,0.9429429,0,-0.85,34
0.85,0.0,0.0,0.9439439,0,-0.85,34
0.85,0.0,0.0,0.9449449,0,-0.85,34
0.85,0.0,0.0,0.9459459,0,-0.85,34
0.85,0.0,0.0,0.9469469,0,-0.85,34
0.85,0.0,0.0,0.9479479,0,-0.85,34
0.85,0.0,0.0,0.9489489,0,-0.85,34
0.85,0.0,0.0,0.9499499,0,-0.85,34
0.85,0.0,0.0,0.950951,0,-0.85,34
0.85,0.0,0.0,0.951952,0,-0.85,34
0.85,0.0,0.0,0.952953,0,-0.85,34
0.85,0.0,0.0,0.953954,0,-0.85,34
0.85,0.0,0.0,0.954955,0,-0.85,34
0.85,0.0,0.0,0.955956,0,-0.85,34
0.85,0.0,0.0,0.956957,0,-0.85,34
0.85,0.0,0.0,0.957958,0,-0.85,34
0.85,0.0,0.0,0.958959,0,-0.85,34
0.85,0.0,0.0,0.95996,0,-0.85,34
0.85,0.0,0.0,0.960961,0,-0.85,34
0.85,0.0,0.0,0.961962,0,-0.85,34
0.85,0.0,0.0,0.962963,0,-0.85,34
0.85,0.0,0.0,0.963964,0,-0.85,34
0.85,0.0,0.0,0.964965,0,-0.85,34
0.85,0.0,0.0,0.965966,0,-0.85,34
0.85,0.0,0.0,0.966967,0,-0.85,34
0.85,0.0,0.0,0.967968,0,-0.85,34
0.85,0.0,0.0,0.968969,0,-0.85,34
0.85,0.0,0.0,0.96997,0,-0.85,34
0.85,0.0,0.0,0.970971,0,-0.85,34
0.85,0.0,0.0,0.971972,0,-0.85,34
0.85,0.0,0.0,0.972973,0,-0.85,34
0.85,0.0,0.0,0.973974,0,-0.85,34
0.85,0.0,0.0,0.974975,0,-0.85,34
0.85,0.0,0.0,0.975976,0,-0.85,34
0.85,0.0,0.0,0.976977,0,-0.85,34
0.85,0.0,0.0,0.977978,0,-0.85,34
0.85,0.0,0.0,0.978979,0,-0.85,34
0.85,0.0,0.0,0.97998,0,-0.85,34
0.85,0.0,0.0,0.980981,0,-0.85,34
0.85,0.0,0.0,0.981982,0,-0.85,34
0.85,0.0,0.0,0.982983,0,-0.85,34
0.85,0.0,0.0,0.983984,0,-0.85,34
0.85,0.0,0.0,0.984985,0,-0.85,34
0.85,0.0,0.0,0.985986,0,-0.85,34
0.85,0.0,0.0,0.986987,0,-0.85,34
0.85,0.0,0.0,0.987988,0,-0.85,34
0.85,0.0,0.0,0.988989,0,-0.85,34
0.85,0.0,0.0,0.98999,0,-0.85,34
0.85,0.0,0.0,0.990991,0,-0.85,34
0.85,0.0,0.0,0.991992,0,-0.85,34
0.85,0.0,0.0,0.992993,0,-0.85,34
0.85,0.0,0.0,0.993994,0,-0.85,34
0.85,0.0,0.0,0.994995,0,-0.85,34
0.85,0.0,0.0,0.995996,0,-0.85,34
0.85,0.0,0.0,0.996997,0,-0.85,34
0.85,0.0,0.0,0.997998,0,-0.85,34
0.85,0.0,0.0,0.998999,0,-0.85,34
0.85,0.0,0.0,1.0,0,-0.85,34
0.1,0.0,0.0,0.001001001,0,-0.1,0
0.0,1.1364625,0.0,0.002002002,0,-0.0,4
0.0,2.3420193,0.0,0.003003003,0,-0.0,0
0.05,2.2771235,0.0,0.004004004,0,-0.05,0
0.05,2.4912014,0.0,0.005005005,0,-0.05,2
0.0,3.6269915,0.0,0.006006006,0,-0.0,2
0.0,4.7752504,0.0,0.007007007,0,-0.0,0
0.0,6.005069,0.0,0.008008008,0,-0.0,0
0.05,5.5944147,0.0,0.009009009,0,-0.05,0
0.0,5.5235834,0.0,0.01001001,0,-0.0,2
0.0,5.1978097,0.0,0.011011011,0,-0.0,0
0.0,4.845827,0.0,0.012012012,0,-0.0,0
0.0,4.365968,0.0,0.013013013,0,-0.0,0
0.075,4.0767274,0.0,0.014014014,0,-0.075,0
0.1,3.6074872,0.0,0.015015015,0,-0.1,3
0.15,2.729507,0.0,0.016016016,0,-0.15,4
0.125,2.9947,0.0,0.017017016,0,-0.125,6
0.15,3.0006905,0.0,0.018018018,0,-0.15,5
0.15,2.8369505,0.0,0.019019019,0,-0.15,6
0.175,2.7610044,0.0,0.02002002,0,-0.175,6
0.175,3.0021489,0.0,0.021021022,0,-0.175,7
0.2,1.3996158,0.0,0.022022022,0,-0.2,7
0.25,1.2047312,0.0,0.023023022,0,-0.25,8
0.2,0.9693949,0.0,0.024024025,0,-0.2,10
0.2,0.76673865,0.0,0.025025025,0,-0.2,8
0.2,0.6198334,0.0,0.026026025,0,-0.2,8
0.2,0.7393593,0.0,0.027027028,0,-0.2,8
0.25,0.9243357,0.0,0.028028028,0,-0.25,8
0.25,1.0813406,0.0,0.029029028,0,-0.25,10
0.3,0.82191694,0.0,0.03003003,0,-0.3,10
0.3,0.483718,0.0,0.031031031,0,-0.3,12
0.275,0.43140686,0.0,0.03203203,0,-0.275,12
0.3,0.7056605,0.0,0.033033032,0,-0.3,11
0.35,0.8353213,0.0,0.034034032,0,-0.35,12
0.35,1.1357818,0.0,0.035035037,0,-0.35,14
0.3,1.4379565,0.0,0.036036037,0,-0.3,14
0.35,1.3961054,0.0,0.037037037,0,-0.35,12
0.3,1.6356847,0.0,0.038038038,0,-0.3,14
0.325,2.031579,0.0,0.039039038,0,-0.325,12
0.35,2.226471,0.0,0.04004004,0,-0.35,13
0.35,2.292377,0.0,0.041041043,0,-0.35,14
0.35,2.0382984,0.0,0.042042043,0,-0.35,14
0.4,1.7097261,0.0,0.043043043,0,-0.4,14
0.4,1.3539361,0.0,0.044044044,0,-0.4,16
0.475,1.0800309,0.0,0.045045044,0,-0.475,16
0.45,1.11973,0.0,0.046046045,0,-0.45,19
0.5,1.2545613,0.0,0.04704705,0,-0.5,18
0.5,0.78240794,0.0,0.04804805,0,-0.5,20
0.5,0.6007324,0.0,0.04904905,0,-0.5,20
0.55,0.5248805,0.0,0.05005005,0,-0.55,20
0.55,0.5307201,0.0,0.05105105,0,-0.55,22
0.6,0.00010663369,0.0,0.05205205,0,-0.6,22
0.55,0.094046175,0.0,0.05305305,0,-0.55,24
0.575,0.033659782,0.0,0.054054055,0,-0.575,22
0.6,0.0010038409,0.0,0.055055056,0,-0.6,23
0.6,0.0004903855,0.0,0.056056056,0,-0.6,24
0.6,0.00013317414,0.0,0.057057057,0,-0.6,24
0.6,4.452259e-05,0.0,0.058058057,0,-0.6,24
0.6,9.232543e-06,0.0,0.059059057,0,-0.6,24
0.6,5.612997e-06,0.0,0.06006006,0,-0.6,24
0.65,0.0,0.0,0.061061062,0,-0.65,24
0.6,0.103639774,0.0,0.062062062,0,-0.6,26
0.6,0.18859214,0.0,0.06306306,0,-0.6,24
0.625,0.25218287,0.0,0.06406406,0,-0.625,24
0.625,0.354842,0.0,0.06506506,0,-0.625,25
0.6,0.48783994,0.0,0.066066064,0,-0.6,25
0.6,0.62923837,0.0,0.067067064,0,-0.6,24
0.6,0.7434611,0.0,0.068068065,0,-0.6,24
0.6,0.71003616,0.0,0.06906907,0,-0.6,24
0.6,0.58717453,0.0,0.07007007,0,-0.6,24
0.625,0.49147657,0.0,0.07107107,0,-0.625,24
0.625,0.46725297,0.0,0.072072074,0,-0.625,25
0.65,0.3745733,0.0,0.073073074,0,-0.65,25
0.65,0.16042478,0.0,0.074074075,0,-0.65,26
0.675,0.047583617,0.0,0.075075075,0,-0.675,26
0.675,0.006700345,0.0,0.076076075,0,-0.675,27
0.675,0.0038281605,0.0,0.077077076,0,-0.675,27
0.7,0.00034179512,0.0,0.078078076,0,-0.7,27
0.7,0.00012779761,0.0,0.07907908,0,-0.7,28
0.7,0.000106766565,0.0,0.08008008,0,-0.7,28
0.7,3.6567692e-06,0.0,0.08108108,0,-0.7,28
0.7,3.821898e-06,0.0,0.082082085,0,-0.7,28
0.7,0.0,0.0,0.083083086,0,-0.7,28
0.7,0.0,0.0,0.084084086,0,-0.7,28
0.7,0.0,0.0,0.08508509,0,-0.7,28
0.7,0.0,0.0,0.08608609,0,-0.7,28
0.7,0.0,0.0,0.08708709,0,-0.7,28
0.7,0.0,0.0,0.08808809,0,-0.7,28
0.7,0.0,0.0,0.08908909,0,-0.7,28
0.7,0.0,0.0,0.09009009,0,-0.7,28
0.75,0.0,0.0,0.09109109,0,-0.75,28
0.7,0.07289701,0.0,0.09209209,0,-0.7,30
0.7,0.15111189,0.0,0.09309309,0,-0.7,28
0.7,0.22046891,0.0,0.0940941,0,-0.7,28
0.75,0.291136,0.0,0.0950951,0,-0.75,28
0.7,0.43277225,0.0,0.0960961,0,-0.7,30
0.7,0.56838006,0.0,0.0970971,0,-0.7,28
0.7,0.54000413,0.0,0.0980981,0,-0.7,28
0.7,0.43750978,0.0,0.0990991,0,-0.7,28
0.725,0.37976688,0.0,0.1001001,0,-0.725,28
0.75,0.45285222,0.0,0.1011011,0,-0.75,29
0.75,0.2969324,0.0,0.1021021,0,-0.75,30
0.75,0.11728257,0.0,0.1031031,0,-0.75,30
0.775,0.007755707,0.0,0.1041041,0,-0.775,30
0.8,0.0022751342,0.0,0.1051051,0,-0.8,31
0.8,0.0007540178,0.0,0.1061061,0,-0.8,32
0.8,0.0002577748,0.0,0.10710711,0,-0.8,32
0.8,6.5875065e-05,0.0,0.10810811,0,-0.8,32
0.8,2.2220476e-05,0.0,0.10910911,0,-0.8,32
0.8,6.943007e-06,0.0,0.11011011,0,-0.8,32
0.8,6.8233144e-06,0.0,0.11111111,0,-0.8,32
0.8,0.0,0.0,0.11211211,0,-0.8,32
0.8,0.0,0.0,0.11311311,0,-0.8,32
0.8,0.0,0.0,0.11411411,0,-0.8,32
0.8,0.0,0.0,0.11511511,0,-0.8,32
0.8,0.0,0.0,0.116116114,0,-0.8,32
0.8,0.0,0.0,0.117117114,0,-0.8,32
0.8,0.0,0.0,0.118118115,0,-0.8,32
0.8,0.0,0.0,0.11911912,0,-0.8,32
0.8,0.0,0.0,0.12012012,0,-0.8,32
0.85,0.0,0.0,0.12112112,0,-0.85,32
0.8,0.074871905,0.0,0.122122124,0,-0.8,34
0.8,0.14352965,0.0,0.123123124,0,-0.8,32
0.825,0.21530895,0.0,0.124124125,0,-0.825,32
0.825,0.28317615,0.0,0.12512513,0,-0.825,33
0.8,0.41562068,0.0,0.12612613,0,-0.8,33
0.8,0.38831496,0.0,0.12712713,0,-0.8,32
0.8,0.3128205,0.0,0.12812813,0,-0.8,32
0.8,0.3230457,0.0,0.12912913,0,-0.8,32
0.825,0.29968664,0.0,0.13013013,0,-0.825,32
0.85,0.17496309,0.0,0.13113113,0,-0.85,33
0.85,0.056090623,0.0,0.13213213,0,-0.85,34
0.9,0.0020459003,0.0,0.13313313,0,-0.9,34
0.9,0.0013120108,0.0,0.13413413,0,-0.9,36
0.9,5.4521122e-05,0.0,0.13513513,0,-0.9,36
0.9,1.6935237e-05,0.0,0.13613613,0,-0.9,36
0.9,8.018029e-06,0.0,0.13713713,0,-0.9,36
0.9,0.0,0.0,0.13813815,0,-0.9,36
0.9,0.0,0.0,0.13913915,0,-0.9,36
0.9,3.0469378e-06,0.0,0.14014015,0,-0.9,36
0.9,0.0,0.0,0.14114115,0,-0.9,36
0.9,0.0,0.0,0.14214215,0,-0.9,36
0.9,0.0,0.0,0.14314315,0,-0.9,36
0.9,0.0,0.0,0.14414415,0,-0.9,36
0.9,0.0,0.0,0.14514515,0,-0.9,36
0.9,0.0,0.0,0.14614615,0,-0.9,36
0.9,0.0,0.0,0.14714715,0,-0.9,36
0.9,0.0,0.0,0.14814815,0,-0.9,36
0.9,0.0,0.0,0.14914915,0,-0.9,36
0.9,0.0,0.0,0.15015015,0,-0.9,36
0.95,0.0,0.0,0.15115115,0,-0.95,36
0.9,0.07006735,0.0,0.15215215,0,-0.9,38
0.9,0.123652995,0.0,0.15315315,0,-0.9,36
0.925,0.1774135,0.0,0.15415415,0,-0.925,36
0.925,0.25243247,0.0,0.15515515,0,-0.925,37
0.9,0.27174488,0.0,0.15615615,0,-0.9,37
0.9,0.1789856,0.0,0.15715715,0,-0.9,36
0.925,0.19611865,0.0,0.15815815,0,-0.925,36
0.95,0.2051078,0.0,0.15915915,0,-0.95,37
0.95,0.1487008,0.0,0.16016015,0,-0.95,38
0.95,0.042491104,0.0,0.16116115,0,-0.95,38
1.0,0.002579323,0.0,0.16216215,0,-1.0,38
1.0,0.00016623692,0.0,0.16316317,0,-1.0,40
1.0,3.3076783e-05,0.0,0.16416417,0,-1.0,40
1.0,3.1457005e-06,0.0,0.16516517,0,-1.0,40
1.0,0.0,0.0,0.16616617,0,-1.0,40
1.0,0.0,0.0,0.16716717,0,-1.0,40
1.0,0.0,0.0,0.16816817,0,-1.0,40
1.0,0.0,0.0,0.16916917,0,-1.0,40
1.0,0.0,0.0,0.17017017,0,-1.0,40
1.0,0.0,0.0,0.17117117,0,-1.0,40
1.0,0.0,0.0,0.17217217,0,-1.0,40
1.0,0.0,0.0,0.17317317,0,-1.0,40
1.0,0.0,0.0,0.17417417,0,-1.0,40
1.0,0.0,0.0,0.17517518,0,-1.0,40
1.0,0.0,0.0,0.17617618,0,-1.0,40
1.0,0.0,0.0,0.17717718,0,-1.0,40
1.0,0.0,0.0,0.17817818,0,-1.0,40
1.0,0.0,0.0,0.17917918,0,-1.0,40
1.0,0.0,0.0,0.18018018,0,-1.0,40
1.0,0.0,0.0,0.18118118,0,-1.0,40
1.0,0.0523452,0.0,0.18218218,0,-1.0,42
1.0,0.108715124,0.0,0.18318318,0,-1.0,40
1.0,0.15326703,0.0,0.18418418,0,-1.0,40
1.0,0.09017103,0.0,0.18518518,0,-1.0,40
1.0,0.05285532,0.0,0.18618618,0,-1.0,42
1.0,0.10540274,0.0,0.18718718,0,-1.0,40
1.0,0.1439529,0.0,0.1881882,0,-1.0,41
1.0,0.10186533,0.0,0.1891892,0,-1.0,42
1.0,0.02483601,0.0,0.1901902,0,-1.0,42
1.0,0.0023024913,0.0,0.1911912,0,-1.0,42
1.0,0.0009917408,0.0,0.1921922,0,-1.0,44
1.0,0.00029386274,0.0,0.1931932,0,-1.0,44
1.0,0.00022290964,0.0,0.1941942,0,-1.0,44
1.0,2.4542298e-05,0.0,0.1951952,0,-1.0,44
1.0,1.3617805e-05,0.0,0.1961962,0,-1.0,44
1.0,0.0,0.0,0.1971972,0,-1.0,44
1.0,0.0,0.0,0.1981982,0,-1.0,44
1.0,0.0,0.0,0.1991992,0,-1.0,44
1.0,0.0,0.0,0.2002002,0,-1.0,44
1.0,0.0,0.0,0.2012012,0,-1.0,44
1.0,0.0,0.0,0.2022022,0,-1.0,44
1.0,0.0,0.0,0.2032032,0,-1.0,44
1.0,0.0,0.0,0.2042042,0,-1.0,44
1.0,0.0,0.0,0.2052052,0,-1.0,44
1.0,0.0,0.0,0.2062062,0,-1.0,44
1.0,0.0,0.0,0.2072072,0,-1.0,44
1.0,0.0,0.0,0.2082082,0,-1.0,44
1.0,0.0,0.0,0.2092092,0,-1.0,44
1.0,0.0,0.0,0.2102102,0,-1.0,44
1.0,0.0,0.0,0.2112112,0,-1.0,44
1.0,0.058710195,0.0,0.2122122,0,-1.0,46
1.0,0.0067183953,0.0,0.21321322,0,-1.0,44
1.0,0.0013429788,0.0,0.21421422,0,-1.0,45
1.0,0.0005520454,0.0,0.21521522,0,-1.0,46
1.0,0.00010379197,0.0,0.21621622,0,-1.0,46
1.0,2.4895995e-05,0.0,0.21721722,0,-1.0,46
1.0,7.416403e-06,0.0,0.21821822,0,-1.0,46
1.0,2.2820857e-06,0.0,0.21921922,0,-1.0,46
1.0,0.0,0.0,0.22022022,0,-1.0,46
1.0,0.0,0.0,0.22122122,0,-1.0,46
1.0,0.0,0.0,0.22222222,0,-1.0,46
1.0,0.0,0.0,0.22322322,0,-1.0,46
1.0,0.0,0.0,0.22422422,0,-1.0,46
1.0,0.0,0.0,0.22522523,0,-1.0,46
1.0,0.0,0.0,0.22622623,0,-1.0,46
1.0,0.0,0.0,0.22722723,0,-1.0,46
1.0,0.0,0.0,0.22822823,0,-1.0,46
1.0,0.0,0.0,0.22922923,0,-1.0,46
1.0,0.0,0.0,0.23023023,0,-1.0,46
1.0,0.0,0.0,0.23123123,0,-1.0,46
1.0,0.0,0.0,0.23223223,0,-1.0,46
1.0,0.0,0.0,0.23323323,0,-1.0,46
1.0,0.0,0.0,0.23423423,0,-1.0,46
1.0,0.0,0.0,0.23523523,0,-1.0,46
1.0,0.0,0.0,0.23623623,0,-1.0,46
1.0,0.0,0.0,0.23723723,0,-1.0,46
1.0,0.0,0.0,0.23823825,0,-1.0,46
1.0,0.0,0.0,0.23923925,0,-1.0,46
1.0,0.0,0.0,0.24024025,0,-1.0,46
1.0,0.0,0.0,0.24124125,0,-1.0,46
