Queue length,Speed,Phase,Step,Action,Reward
0.025,5.0725036,0.0,0.256,0,-0.025
0.025,5.2492957,0.0,0.257,0,-0.025
0.033333335,2.9795961,0.0,0.258,0,-0.033333335
0.016666668,3.4357865,0.6666667,0.259,2,-0.016666668
0.025,4.0284066,0.0,0.26,0,-0.025
0.025,4.638348,0.0,0.261,0,-0.025
0.016666668,3.4729176,0.6666667,0.262,2,-0.016666668
0.016666668,3.798254,0.6666667,0.263,2,-0.016666668
0.016666668,2.577304,0.0,0.264,0,-0.016666668
0.016666668,3.1164694,0.33333334,0.265,1,-0.016666668
0.016666668,3.6418016,0.0,0.266,0,-0.016666668
0.016666668,4.161731,0.0,0.267,0,-0.016666668
0.016666668,4.7074695,0.0,0.268,0,-0.016666668
0.016666668,5.233847,0.0,0.269,0,-0.016666668
0.016666668,3.772846,0.6666667,0.27,2,-0.016666668
0.05,1.8070182,0.0,0.271,0,-0.05
0.016666668,0.7388523,0.0,0.272,0,-0.016666668
0.016666668,1.4682719,0.6666667,0.273,2,-0.016666668
0.025,1.9052036,0.6666667,0.274,2,-0.025
0.033333335,2.04667,0.6666667,0.275,2,-0.033333335
0.016666668,3.0201807,0.33333334,0.276,1,-0.016666668
0.016666668,3.9336507,0.33333334,0.277,1,-0.016666668
0.016666668,4.711748,0.6666667,0.278,2,-0.016666668
0.016666668,5.21926,0.6666667,0.279,2,-0.016666668
0.016666668,5.4431367,0.6666667,0.28,2,-0.016666668
0.016666668,4.9977145,0.6666667,0.281,2,-0.016666668
0.016666668,4.504078,0.0,0.282,0,-0.016666668
0.033333335,3.7501893,0.33333334,0.283,1,-0.033333335
0.025,3.9444878,0.0,0.284,0,-0.025
0.025,3.4699273,0.6666667,0.285,2,-0.025
0.025,3.541212,0.6666667,0.286,2,-0.025
0.025,4.145326,0.0,0.287,0,-0.025
0.025,3.5118744,0.6666667,0.288,2,-0.025
0.025,3.7574816,0.0,0.289,0,-0.025
0.025,4.382021,0.0,0.29,0,-0.025
0.025,5.0484676,0.6666667,0.291,2,-0.025
0.025,4.4067225,0.0,0.292,0,-0.025
0.025,3.260138,0.0,0.293,0,-0.025
0.025,1.9128753,0.0,0.294,0,-0.025
0.025,2.3816226,0.0,0.295,0,-0.025
0.025,2.836727,0.0,0.296,0,-0.025
0.025,3.4088163,0.33333334,0.297,1,-0.025
0.025,3.856379,0.0,0.298,0,-0.025
0.025,4.2447453,0.0,0.299,0,-0.025
0.025,2.905065,0.33333334,0.3,1,-0.025
0.058333334,1.61332,0.6666667,0.301,2,-0.058333334
0.025,0.6140655,0.0,0.302,0,-0.025
0.016666668,1.3329966,1.0,0.303,3,-0.016666668
0.008333334,2.3071785,1.0,0.304,3,-0.008333334
0.025,2.378545,0.0,0.305,0,-0.025
0.0,3.6245558,0.6666667,0.306,2,-0.0
0.0,4.588139,0.6666667,0.307,2,-0.0
0.0,5.1946063,0.0,0.308,0,-0.0
0.0,5.673628,0.0,0.309,0,-0.0
0.008333334,5.4634786,0.0,0.31,0,-0.008333334
0.016666668,5.0201926,0.0,0.311,0,-0.016666668
0.016666668,4.6958785,0.0,0.312,0,-0.016666668
0.033333335,4.0657043,0.0,0.313,0,-0.033333335
0.05,2.9967954,0.0,0.314,0,-0.05
0.033333335,2.0030963,0.33333334,0.315,1,-0.033333335
0.041666668,2.0336738,0.0,0.316,0,-0.041666668
0.05,2.403004,0.0,0.317,0,-0.05
0.033333335,3.0245893,0.6666667,0.318,2,-0.033333335
0.041666668,1.8005291,0.33333334,0.319,1,-0.041666668
0.041666668,2.2338476,0.0,0.32,0,-0.041666668
0.033333335,2.7135322,0.6666667,0.321,2,-0.033333335
0.041666668,3.1466227,0.0,0.322,0,-0.041666668
0.025,3.7434616,0.6666667,0.323,2,-0.025
0.025,4.426223,0.0,0.324,0,-0.025
0.025,2.4074945,0.33333334,0.325,1,-0.025
0.025,2.9520266,0.0,0.326,0,-0.025
0.025,3.4633396,0.6666667,0.327,2,-0.025
0.025,4.108027,0.0,0.328,0,-0.025
0.025,4.65141,0.6666667,0.329,2,-0.025
0.025,3.4510539,0.0,0.33,0,-0.025
0.058333334,2.148954,0.0,0.331,0,-0.058333334
0.025,2.860791,0.33333334,0.332,1,-0.025
0.025,3.5017383,0.33333334,0.333,1,-0.025
0.025,1.7364743,0.0,0.334,0,-0.025
0.05,1.6347355,0.0,0.335,0,-0.05
0.025,2.4554186,0.0,0.336,0,-0.025
0.025,3.3686697,0.0,0.337,0,-0.025
0.025,4.1344934,0.6666667,0.338,2,-0.025
0.025,4.6231747,0.0,0.339,0,-0.025
0.025,4.55365,0.0,0.34,0,-0.025
0.033333335,4.178356,0.0,0.341,0,-0.033333335
0.033333335,3.6711688,0.0,0.342,0,-0.033333335
0.041666668,2.2291741,0.6666667,0.343,2,-0.041666668
0.033333335,2.0548444,0.0,0.344,0,-0.033333335
0.05,1.7708313,0.0,0.345,0,-0.05
0.041666668,1.6088614,0.33333334,0.346,1,-0.041666668
0.041666668,1.8759996,0.0,0.347,0,-0.041666668
0.05,2.3047333,0.33333334,0.348,1,-0.05
0.05,2.8283417,0.33333334,0.349,1,-0.05
0.041666668,3.438902,1.0,0.35,3,-0.041666668
0.033333335,3.88987,0.0,0.351,0,-0.033333335
0.033333335,3.32382,0.0,0.352,0,-0.033333335
0.025,2.4127026,0.0,0.353,0,-0.025
0.033333335,2.8357818,0.33333334,0.354,1,-0.033333335
0.033333335,3.360519,1.0,0.355,3,-0.033333335
0.025,3.9747238,0.33333334,0.356,1,-0.025
0.016666668,3.5251613,0.0,0.357,0,-0.016666668
0.0,4.589932,0.6666667,0.358,2,-0.0
0.0,3.6964478,0.33333334,0.359,1,-0.0
0.0,4.032967,0.0,0.36,0,-0.0
0.041666668,2.6491747,0.0,0.361,0,-0.041666668
0.008333334,2.1456833,0.6666667,0.362,2,-0.008333334
0.016666668,2.8468478,0.33333334,0.363,1,-0.016666668
0.025,3.6429062,0.0,0.364,0,-0.025
0.05,3.2676468,0.6666667,0.365,2,-0.05
