Queue length,Speed,Phase,Step,Action,Reward
0.033333335,4.1197667,0.33333334,0.158,1,-0.033333335
0.033333335,4.3081346,0.6666667,0.159,2,-0.033333335
0.05,3.9743376,0.6666667,0.16,2,-0.05
0.033333335,3.5021174,0.33333334,0.161,1,-0.033333335
0.041666668,2.7440193,1.0,0.162,3,-0.041666668
0.033333335,2.8329391,0.33333334,0.163,1,-0.033333335
0.041666668,2.2581444,0.0,0.164,0,-0.041666668
0.041666668,2.5183556,0.33333334,0.165,1,-0.041666668
0.033333335,2.7037895,1.0,0.166,3,-0.033333335
0.058333334,2.3720214,0.33333334,0.167,1,-0.058333334
0.05,1.9211959,0.33333334,0.168,1,-0.05
0.058333334,2.0873165,0.33333334,0.169,1,-0.058333334
0.06666667,2.3013554,0.33333334,0.17,1,-0.06666667
0.06666667,1.9644891,0.33333334,0.171,1,-0.06666667
0.058333334,2.3857644,0.6666667,0.172,2,-0.058333334
0.06666667,2.1855586,0.33333334,0.173,1,-0.06666667
0.075,1.9680755,0.6666667,0.174,2,-0.075
0.05,2.1224184,0.0,0.175,0,-0.05
0.075,1.7879221,0.6666667,0.176,2,-0.075
0.083333336,2.074716,0.6666667,0.177,2,-0.083333336
0.06666667,1.9473106,0.0,0.178,0,-0.06666667
0.06666667,2.2385254,0.6666667,0.179,2,-0.06666667
0.058333334,2.4019318,1.0,0.18,3,-0.058333334
0.09166667,2.2148173,1.0,0.181,3,-0.09166667
0.041666668,2.3519545,1.0,0.182,3,-0.041666668
0.025,2.411829,1.0,0.183,3,-0.025
0.016666668,3.177001,0.0,0.184,0,-0.016666668
0.05,3.0940804,0.6666667,0.185,2,-0.05
0.016666668,3.047912,0.6666667,0.186,2,-0.016666668
0.016666668,3.4902105,0.33333334,0.187,1,-0.016666668
0.016666668,3.3788438,1.0,0.188,3,-0.016666668
0.016666668,3.1859548,0.0,0.189,0,-0.016666668
0.008333334,3.7446573,0.0,0.19,0,-0.008333334
0.008333334,4.3901134,0.33333334,0.191,1,-0.008333334
0.008333334,3.8804278,0.33333334,0.192,1,-0.008333334
0.0,3.1983178,0.0,0.193,0,-0.0
0.0,3.1812232,1.0,0.194,3,-0.0
0.016666668,2.8671758,0.33333334,0.195,1,-0.016666668
0.05,2.2832901,0.33333334,0.196,1,-0.05
0.041666668,2.3743074,0.0,0.197,0,-0.041666668
0.05,2.670851,0.6666667,0.198,2,-0.05
0.075,1.7855039,0.33333334,0.199,1,-0.075
0.075,2.0940378,1.0,0.2,3,-0.075
0.058333334,2.5770342,0.0,0.201,0,-0.058333334
0.058333334,3.016695,0.33333334,0.202,1,-0.058333334
0.06666667,2.7649992,0.33333334,0.203,1,-0.06666667
0.025,2.6054208,0.6666667,0.204,2,-0.025
0.025,2.3420756,0.0,0.205,0,-0.025
0.025,2.724395,1.0,0.206,3,-0.025
0.008333334,2.3980148,1.0,0.207,3,-0.008333334
0.008333334,2.5337605,0.33333334,0.208,1,-0.008333334
0.008333334,2.912397,0.0,0.209,0,-0.008333334
0.016666668,2.3492908,1.0,0.21,3,-0.016666668
0.033333335,1.9311333,0.0,0.211,0,-0.033333335
0.008333334,2.3205197,0.6666667,0.212,2,-0.008333334
0.0,2.8339233,0.0,0.213,0,-0.0
0.025,2.9430559,0.0,0.214,0,-0.025
0.008333334,2.3955448,1.0,0.215,3,-0.008333334
0.016666668,2.7585585,0.6666667,0.216,2,-0.016666668
0.025,3.1232407,1.0,0.217,3,-0.025
0.008333334,3.7512548,0.6666667,0.218,2,-0.008333334
0.0,3.353622,1.0,0.219,3,-0.0
0.008333334,3.6513546,0.6666667,0.22,2,-0.008333334
0.008333334,3.636913,1.0,0.221,3,-0.008333334
0.0,3.332893,0.0,0.222,0,-0.0
0.008333334,3.4833798,0.6666667,0.223,2,-0.008333334
0.008333334,3.6429307,1.0,0.224,3,-0.008333334
0.033333335,3.9959512,0.6666667,0.225,2,-0.033333335
0.025,4.513512,1.0,0.226,3,-0.025
0.033333335,4.618639,0.0,0.227,0,-0.033333335
0.033333335,3.9966645,1.0,0.228,3,-0.033333335
0.033333335,4.1033783,1.0,0.229,3,-0.033333335
0.016666668,3.8919616,0.33333334,0.23,1,-0.016666668
0.016666668,3.4587698,0.33333334,0.231,1,-0.016666668
0.033333335,3.2378428,0.6666667,0.232,2,-0.033333335
0.025,2.331822,1.0,0.233,3,-0.025
0.025,2.7623844,1.0,0.234,3,-0.025
0.016666668,2.9495614,0.0,0.235,0,-0.016666668
0.016666668,2.5558636,0.6666667,0.236,2,-0.016666668
0.025,2.619755,1.0,0.237,3,-0.025
0.033333335,2.6857736,0.33333334,0.238,1,-0.033333335
