Queue length,Speed,Phase,Step,Action,Reward
0.025,3.5501575,1.0,0.347,3,-0.025
0.025,2.3667989,0.33333334,0.348,1,-0.025
0.008333334,3.1680996,0.0,0.349,0,-0.008333334
0.008333334,3.9836245,0.0,0.35,0,-0.008333334
0.0,4.8624363,0.6666667,0.351,2,-0.0
0.008333334,4.074012,0.33333334,0.352,1,-0.008333334
0.008333334,5.0592084,0.33333334,0.353,1,-0.008333334
0.008333334,6.142804,1.0,0.354,3,-0.008333334
0.008333334,7.385786,1.0,0.355,3,-0.008333334
0.008333334,6.842051,1.0,0.356,3,-0.008333334
0.008333334,8.079313,0.33333334,0.357,1,-0.008333334
0.008333334,8.98472,0.33333334,0.358,1,-0.008333334
0.008333334,8.4409075,0.33333334,0.359,1,-0.008333334
0.008333334,6.869284,0.0,0.36,0,-0.008333334
0.041666668,0.0,0.33333334,0.361,1,-0.041666668
0.008333334,0.87301666,0.0,0.362,0,-0.008333334
0.008333334,1.6861838,1.0,0.363,3,-0.008333334
0.008333334,2.5507035,0.33333334,0.364,1,-0.008333334
0.025,2.2693245,0.6666667,0.365,2,-0.025
0.0,3.4172645,0.33333334,0.366,1,-0.0
0.0,4.635429,0.0,0.367,0,-0.0
0.0,5.919579,0.33333334,0.368,1,-0.0
0.0,7.023621,0.0,0.369,0,-0.0
0.0,7.2357283,0.33333334,0.37,1,-0.0
0.0,6.6475725,0.6666667,0.371,2,-0.0
0.0,6.3280787,0.0,0.372,0,-0.0
0.016666668,6.024948,0.6666667,0.373,2,-0.016666668
0.016666668,5.3661947,1.0,0.374,3,-0.016666668
0.016666668,4.968847,0.6666667,0.375,2,-0.016666668
0.025,3.523623,0.6666667,0.376,2,-0.025
0.025,3.5291908,0.6666667,0.377,2,-0.025
0.033333335,2.1093013,1.0,0.378,3,-0.033333335
0.033333335,2.5105493,0.6666667,0.379,2,-0.033333335
0.033333335,2.8792844,0.6666667,0.38,2,-0.033333335
0.033333335,3.2725549,0.6666667,0.381,2,-0.033333335
0.016666668,4.0954075,0.33333334,0.382,1,-0.016666668
0.016666668,4.592129,0.33333334,0.383,1,-0.016666668
0.0,3.9526155,0.0,0.384,0,-0.0
0.016666668,2.1540313,0.6666667,0.385,2,-0.016666668
0.016666668,2.704439,0.6666667,0.386,2,-0.016666668
0.016666668,3.2083259,1.0,0.387,3,-0.016666668
0.016666668,3.7369454,0.33333334,0.388,1,-0.016666668
0.016666668,4.2467976,0.6666667,0.389,2,-0.016666668
0.0,5.6878605,0.0,0.39,0,-0.0
0.033333335,3.548574,0.33333334,0.391,1,-0.033333335
0.0,4.5030313,0.0,0.392,0,-0.0
0.0,3.4893746,0.33333334,0.393,1,-0.0
0.0,4.5516944,1.0,0.394,3,-0.0
0.025,3.908912,0.6666667,0.395,2,-0.025
0.0,5.075457,0.33333334,0.396,1,-0.0
0.0,6.3234763,0.0,0.397,0,-0.0
